pair_id,cluster,method,TM1_max,TM2_max,TM1_mean,TM2_mean,TMdiff_max,TMdiff_mean,n_models,n_toward_f1,n_toward_f2,vote_frac_f1,pref,t1_recall,t2_recall,metric_used
1dzlA_5keqF,ShallowMsa_013,AF2,0.3956,0.3938,0.3697,0.3632,0.0018,0.0065,5,4,1,0.8,F1,,,
1dzlA_5keqF,ShallowMsa_014,AF2,0.5143,0.5207,0.4077,0.4128,-0.0065,-0.0051,5,1,4,0.2,F2,,,
1dzlA_5keqF,ShallowMsa_015,AF2,0.222,0.2231,0.2055,0.2088,-0.0011,-0.0033,5,2,3,0.4,F2,,,
1dzlA_5keqF,ShallowMsa_016,AF2,0.5323,0.5338,0.5151,0.5147,-0.0015,0.0004,5,2,3,0.4,F2,,,
1dzlA_5keqF,ShallowMsa_017,AF2,0.3527,0.3504,0.2327,0.2311,0.0023,0.0015,5,3,2,0.6,F1,,,
1dzlA_5keqF,ShallowMsa_018,AF2,0.5651,0.5601,0.4819,0.479,0.005,0.0029,5,3,2,0.6,F1,,,
1dzlA_5keqF,ShallowMsa_019,AF2,0.2638,0.2612,0.2292,0.2284,0.0026,0.0008,5,3,2,0.6,F1,,,
1dzlA_5keqF,ShallowMsa_020,AF2,0.2162,0.2254,0.1958,0.2106,-0.0092,-0.0148,5,0,5,0.0,F2,,,
1dzlA_5keqF,ShallowMsa_021,AF2,0.2109,0.2128,0.1873,0.1973,-0.0019,-0.0099,5,2,3,0.4,F2,,,
1dzlA_5keqF,ShallowMsa_022,AF2,0.26,0.2615,0.2334,0.2388,-0.0015,-0.0054,5,0,5,0.0,F2,,,
1dzlA_5keqF,ShallowMsa_023,AF2,0.4573,0.4657,0.3422,0.345,-0.0083,-0.0028,5,2,3,0.4,F2,,,
1dzlA_5keqF,ShallowMsa_000,MSAT,0.1,0.2143,0.1,0.2143,-0.1143,-0.1143,1,0,1,0.0,F2,0.1261,0.16,uniq_recall
1dzlA_5keqF,ShallowMsa_001,MSAT,0.02,0.0,0.02,0.0,0.02,0.02,1,1,0,1.0,F1,0.027,0.0267,uniq_recall
1dzlA_5keqF,ShallowMsa_002,MSAT,0.08,0.1429,0.08,0.1429,-0.0629,-0.0629,1,0,1,0.0,F2,0.0811,0.0933,uniq_recall
1dzlA_5keqF,ShallowMsa_003,MSAT,0.06,0.0714,0.06,0.0714,-0.0114,-0.0114,1,0,1,0.0,F2,0.0631,0.0667,uniq_recall
1dzlA_5keqF,ShallowMsa_004,MSAT,0.02,0.0714,0.02,0.0714,-0.0514,-0.0514,1,0,1,0.0,F2,0.045,0.0667,uniq_recall
1dzlA_5keqF,ShallowMsa_005,MSAT,0.04,0.0714,0.04,0.0714,-0.0314,-0.0314,1,0,1,0.0,F2,0.045,0.0533,uniq_recall
1dzlA_5keqF,ShallowMsa_006,MSAT,0.0,0.0714,0.0,0.0714,-0.0714,-0.0714,1,0,1,0.0,F2,0.018,0.04,uniq_recall
1dzlA_5keqF,ShallowMsa_007,MSAT,0.0,0.1429,0.0,0.1429,-0.1429,-0.1429,1,0,1,0.0,F2,0.009,0.04,uniq_recall
1dzlA_5keqF,ShallowMsa_008,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.036,0.0533,uniq_recall
1dzlA_5keqF,ShallowMsa_009,MSAT,0.0,0.0714,0.0,0.0714,-0.0714,-0.0714,1,0,1,0.0,F2,0.018,0.04,uniq_recall
1dzlA_5keqF,ShallowMsa_010,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1dzlA_5keqF,ShallowMsa_011,MSAT,0.04,0.0714,0.04,0.0714,-0.0314,-0.0314,1,0,1,0.0,F2,0.045,0.0533,uniq_recall
1dzlA_5keqF,ShallowMsa_012,MSAT,0.04,0.1429,0.04,0.1429,-0.1029,-0.1029,1,0,1,0.0,F2,0.0631,0.0933,uniq_recall
1dzlA_5keqF,ShallowMsa_013,MSAT,0.02,0.0714,0.02,0.0714,-0.0514,-0.0514,1,0,1,0.0,F2,0.036,0.0533,uniq_recall
1dzlA_5keqF,ShallowMsa_014,MSAT,0.04,0.0714,0.04,0.0714,-0.0314,-0.0314,1,0,1,0.0,F2,0.036,0.04,uniq_recall
1dzlA_5keqF,ShallowMsa_015,MSAT,0.0,0.0714,0.0,0.0714,-0.0714,-0.0714,1,0,1,0.0,F2,0.027,0.0533,uniq_recall
1dzlA_5keqF,ShallowMsa_016,MSAT,0.02,0.0714,0.02,0.0714,-0.0514,-0.0514,1,0,1,0.0,F2,0.036,0.0533,uniq_recall
1dzlA_5keqF,ShallowMsa_017,MSAT,0.02,0.0714,0.02,0.0714,-0.0514,-0.0514,1,0,1,0.0,F2,0.045,0.0667,uniq_recall
1dzlA_5keqF,ShallowMsa_018,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1dzlA_5keqF,ShallowMsa_019,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.009,0.0133,uniq_recall
1dzlA_5keqF,ShallowMsa_020,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.009,0.0133,uniq_recall
1dzlA_5keqF,ShallowMsa_021,MSAT,0.0,0.0714,0.0,0.0714,-0.0714,-0.0714,1,0,1,0.0,F2,0.018,0.04,uniq_recall
1dzlA_5keqF,ShallowMsa_022,MSAT,0.0,0.0714,0.0,0.0714,-0.0714,-0.0714,1,0,1,0.0,F2,0.0,0.0133,uniq_recall
1dzlA_5keqF,ShallowMsa_023,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.018,0.0267,uniq_recall
1fzpD_2frhA,ShallowMsa_000,AF2,0.455,0.6988,0.4538,0.6745,-0.2437,-0.2207,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_001,AF2,0.4538,0.7033,0.4502,0.6908,-0.2494,-0.2407,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_002,AF2,0.4722,0.684,0.4505,0.6546,-0.2118,-0.204,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_003,AF2,0.4568,0.7515,0.4319,0.6972,-0.2947,-0.2653,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_004,AF2,0.4529,0.7756,0.4422,0.6605,-0.3226,-0.2184,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_005,AF2,0.4621,0.7017,0.4603,0.6747,-0.2397,-0.2144,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_006,AF2,0.4282,0.7376,0.4218,0.7108,-0.3094,-0.2891,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_007,AF2,0.3277,0.5129,0.2987,0.4392,-0.1852,-0.1405,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_008,AF2,0.4852,0.8562,0.4308,0.7815,-0.371,-0.3507,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_009,AF2,0.4678,0.825,0.4558,0.7985,-0.3572,-0.3428,5,0,5,0.0,F2,,,
1fzpD_2frhA,ShallowMsa_010,AF2,0.4336,0.7998,0.3468,0.6339,-0.3663,-0.2871,5,0,5,0.0,F2,,,
1jfkA_2nxqB,DeepMsa,AF2,0.4566,0.3179,0.4214,0.278,0.1387,0.1434,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_000,AF2,0.4521,0.3301,0.4195,0.2844,0.122,0.1351,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_001,AF2,0.4682,0.2992,0.4289,0.268,0.169,0.1609,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_002,AF2,0.4593,0.3565,0.4201,0.2972,0.1028,0.1229,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_003,AF2,0.4703,0.2963,0.4315,0.2672,0.174,0.1643,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_004,AF2,0.4538,0.3579,0.4185,0.2984,0.096,0.1201,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_005,AF2,0.4339,0.3566,0.4119,0.2979,0.0773,0.114,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_006,AF2,0.4831,0.2726,0.4344,0.2554,0.2105,0.179,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_007,AF2,0.4642,0.3067,0.4275,0.2729,0.1575,0.1546,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_008,AF2,0.4484,0.3189,0.4171,0.2778,0.1295,0.1393,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_009,AF2,0.4422,0.3666,0.4123,0.3014,0.0756,0.1109,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_010,AF2,0.4716,0.3353,0.4272,0.2865,0.1363,0.1407,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_011,AF2,0.4863,0.2951,0.4339,0.2668,0.1912,0.1671,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_012,AF2,0.4394,0.3621,0.4104,0.3012,0.0774,0.1092,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_013,AF2,0.4479,0.3637,0.4165,0.3014,0.0843,0.1151,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_014,AF2,0.5372,0.2816,0.4418,0.2603,0.2556,0.1815,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_015,AF2,0.4704,0.352,0.4285,0.2948,0.1184,0.1337,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_016,AF2,0.4412,0.3572,0.4144,0.2979,0.084,0.1166,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_017,AF2,0.4358,0.3516,0.4125,0.2954,0.0842,0.1171,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_018,AF2,0.4302,0.3696,0.4073,0.3042,0.0606,0.1031,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_019,AF2,0.4273,0.3657,0.4067,0.3028,0.0617,0.1039,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_020,AF2,0.4783,0.2881,0.4321,0.2632,0.1901,0.1689,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_021,AF2,0.4276,0.3677,0.4063,0.3027,0.0599,0.1036,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_022,AF2,0.4541,0.2949,0.4226,0.2657,0.1592,0.1568,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_023,AF2,0.4255,0.3661,0.4032,0.3023,0.0595,0.1009,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_024,AF2,0.4506,0.3291,0.4196,0.2831,0.1216,0.1365,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_025,AF2,0.4501,0.3088,0.4172,0.2735,0.1414,0.1437,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_026,AF2,0.4315,0.3649,0.4037,0.2984,0.0666,0.1053,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_027,AF2,0.4618,0.2624,0.4246,0.2509,0.1994,0.1737,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_028,AF2,0.4241,0.335,0.419,0.2817,0.0891,0.1373,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_029,AF2,0.4272,0.3583,0.4264,0.2874,0.0689,0.139,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_030,AF2,0.4576,0.3182,0.4414,0.2647,0.1395,0.1767,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_031,AF2,0.4688,0.3077,0.4239,0.2735,0.1611,0.1504,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_032,AF2,0.4412,0.3258,0.4142,0.2825,0.1154,0.1316,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_033,AF2,0.4281,0.3394,0.4057,0.2894,0.0887,0.1163,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_034,AF2,0.4289,0.3296,0.4135,0.2822,0.0993,0.1313,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_035,AF2,0.4298,0.3358,0.4039,0.2876,0.094,0.1163,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_036,AF2,0.4497,0.3217,0.4153,0.2806,0.128,0.1348,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_037,AF2,0.4293,0.3695,0.4283,0.2941,0.0597,0.1342,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_038,AF2,0.4466,0.3204,0.4386,0.2673,0.1261,0.1713,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_039,AF2,0.4544,0.3621,0.4153,0.3004,0.0923,0.1149,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_040,AF2,0.437,0.3226,0.4081,0.281,0.1143,0.1271,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_041,AF2,0.4321,0.3697,0.4056,0.305,0.0624,0.1006,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_042,AF2,0.4478,0.3618,0.4138,0.3005,0.086,0.1133,2,2,0,1.0,F1,,,
1jfkA_2nxqB,ShallowMsa_000,ESM,0.546,0.5673,0.4979,0.3484,-0.0213,0.1495,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_001,ESM,0.4769,0.5673,0.4353,0.4186,-0.0904,0.0167,20,12,8,0.6,F1,,,
1jfkA_2nxqB,ShallowMsa_002,ESM,0.588,0.5673,0.5143,0.3476,0.0207,0.1666,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_003,ESM,0.5515,0.5673,0.4691,0.354,-0.0157,0.1151,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_004,ESM,0.4907,0.5673,0.4678,0.3434,-0.0765,0.1243,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_005,ESM,0.4985,0.5673,0.4553,0.4297,-0.0688,0.0256,20,16,4,0.8,F1,,,
1jfkA_2nxqB,ShallowMsa_006,ESM,0.5164,0.5673,0.4569,0.3878,-0.0508,0.0692,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_007,ESM,0.4957,0.5673,0.4642,0.4054,-0.0716,0.0588,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_008,ESM,0.5248,0.5673,0.4763,0.396,-0.0424,0.0803,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_009,ESM,0.5017,0.5673,0.4363,0.3816,-0.0656,0.0547,20,14,6,0.7,F1,,,
1jfkA_2nxqB,ShallowMsa_010,ESM,0.5324,0.5673,0.4716,0.4067,-0.0348,0.0648,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_011,ESM,0.5132,0.5673,0.4715,0.3866,-0.0541,0.0849,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_012,ESM,0.5206,0.5673,0.4715,0.3854,-0.0467,0.0861,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_013,ESM,0.5059,0.5673,0.4709,0.3898,-0.0613,0.0811,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_014,ESM,0.517,0.5673,0.4828,0.3989,-0.0502,0.0839,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_015,ESM,0.5212,0.5673,0.4678,0.4178,-0.0461,0.05,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_016,ESM,0.4772,0.5673,0.4536,0.4174,-0.09,0.0361,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_017,ESM,0.4899,0.5673,0.4627,0.4277,-0.0774,0.035,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_018,ESM,0.4873,0.5673,0.4603,0.4293,-0.0799,0.031,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_019,ESM,0.5108,0.5673,0.437,0.4158,-0.0565,0.0212,20,12,8,0.6,F1,,,
1jfkA_2nxqB,ShallowMsa_020,ESM,0.5157,0.5673,0.4636,0.4279,-0.0515,0.0357,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_021,ESM,0.513,0.5673,0.4638,0.43,-0.0543,0.0338,20,16,4,0.8,F1,,,
1jfkA_2nxqB,ShallowMsa_022,ESM,0.5057,0.5673,0.464,0.4134,-0.0615,0.0506,20,16,4,0.8,F1,,,
1jfkA_2nxqB,ShallowMsa_023,ESM,0.5006,0.5673,0.4723,0.4381,-0.0667,0.0342,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_024,ESM,0.4948,0.5673,0.4597,0.4233,-0.0725,0.0364,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_025,ESM,0.4958,0.5673,0.4674,0.4285,-0.0715,0.0389,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_026,ESM,0.5019,0.5673,0.4555,0.4196,-0.0654,0.0359,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_027,ESM,0.4862,0.5673,0.4688,0.4367,-0.0811,0.0322,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_028,ESM,0.4961,0.5673,0.4671,0.4344,-0.0712,0.0327,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_029,ESM,0.4849,0.5673,0.4507,0.4227,-0.0823,0.028,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_030,ESM,0.485,0.5673,0.4662,0.4315,-0.0823,0.0347,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_031,ESM,0.4985,0.5673,0.478,0.4438,-0.0688,0.0342,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_032,ESM,0.4951,0.5673,0.4512,0.4212,-0.0722,0.03,20,16,4,0.8,F1,,,
1jfkA_2nxqB,ShallowMsa_033,ESM,0.4984,0.5673,0.474,0.4377,-0.0688,0.0363,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_034,ESM,0.4891,0.5673,0.4702,0.4354,-0.0782,0.0348,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_035,ESM,0.4946,0.5673,0.4712,0.4319,-0.0727,0.0394,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_036,ESM,0.4917,0.5673,0.4739,0.4328,-0.0755,0.0411,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_037,ESM,0.4989,0.5673,0.4682,0.4321,-0.0683,0.0361,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_038,ESM,0.4832,0.5673,0.4633,0.423,-0.0841,0.0402,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_039,ESM,0.4874,0.5673,0.4596,0.4282,-0.0799,0.0314,20,16,4,0.8,F1,,,
1jfkA_2nxqB,ShallowMsa_040,ESM,0.4937,0.5673,0.4707,0.4342,-0.0736,0.0366,20,18,2,0.9,F1,,,
1jfkA_2nxqB,ShallowMsa_041,ESM,0.4294,0.5673,0.4209,0.4297,-0.1379,-0.0088,20,18,2,0.9,F2,,,
1jfkA_2nxqB,ShallowMsa_042,ESM,0.4634,0.5673,0.432,0.4024,-0.1039,0.0296,20,18,2,0.9,F1,,,
1jfkA_2nxqB,DeepMsa,MSAT,0.4286,0.7,0.4286,0.7,-0.2714,-0.2714,1,0,1,0.0,F2,0.4176,0.7391,uniq_recall
1jfkA_2nxqB,ShallowMsa_000,MSAT,0.0714,0.5,0.0714,0.5,-0.4286,-0.4286,1,0,1,0.0,F2,0.1538,0.6087,uniq_recall
1jfkA_2nxqB,ShallowMsa_001,MSAT,0.1667,0.4,0.1667,0.4,-0.2333,-0.2333,1,0,1,0.0,F2,0.1978,0.5652,uniq_recall
1jfkA_2nxqB,ShallowMsa_002,MSAT,0.0238,0.1,0.0238,0.1,-0.0762,-0.0762,1,0,1,0.0,F2,0.0659,0.2174,uniq_recall
1jfkA_2nxqB,ShallowMsa_003,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.011,0.0435,uniq_recall
1jfkA_2nxqB,ShallowMsa_004,MSAT,0.1667,0.5,0.1667,0.5,-0.3333,-0.3333,1,0,1,0.0,F2,0.2308,0.6957,uniq_recall
1jfkA_2nxqB,ShallowMsa_005,MSAT,0.1667,0.3,0.1667,0.3,-0.1333,-0.1333,1,0,1,0.0,F2,0.1538,0.3043,uniq_recall
1jfkA_2nxqB,ShallowMsa_006,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_007,MSAT,0.0714,0.6,0.0714,0.6,-0.5286,-0.5286,1,0,1,0.0,F2,0.1978,0.5652,uniq_recall
1jfkA_2nxqB,ShallowMsa_008,MSAT,0.119,0.6,0.119,0.6,-0.481,-0.481,1,0,1,0.0,F2,0.1758,0.6522,uniq_recall
1jfkA_2nxqB,ShallowMsa_009,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_010,MSAT,0.0952,0.7,0.0952,0.7,-0.6048,-0.6048,1,0,1,0.0,F2,0.1758,0.7391,uniq_recall
1jfkA_2nxqB,ShallowMsa_011,MSAT,0.0,0.1,0.0,0.1,-0.1,-0.1,1,0,1,0.0,F2,0.011,0.087,uniq_recall
1jfkA_2nxqB,ShallowMsa_012,MSAT,0.0,0.2,0.0,0.2,-0.2,-0.2,1,0,1,0.0,F2,0.0,0.087,uniq_recall
1jfkA_2nxqB,ShallowMsa_013,MSAT,0.0238,0.2,0.0238,0.2,-0.1762,-0.1762,1,0,1,0.0,F2,0.022,0.1304,uniq_recall
1jfkA_2nxqB,ShallowMsa_014,MSAT,0.0,0.1,0.0,0.1,-0.1,-0.1,1,0,1,0.0,F2,0.0,0.0435,uniq_recall
1jfkA_2nxqB,ShallowMsa_015,MSAT,0.1429,0.4,0.1429,0.4,-0.2571,-0.2571,1,0,1,0.0,F2,0.1978,0.6087,uniq_recall
1jfkA_2nxqB,ShallowMsa_016,MSAT,0.0238,0.5,0.0238,0.5,-0.4762,-0.4762,1,0,1,0.0,F2,0.1209,0.6087,uniq_recall
1jfkA_2nxqB,ShallowMsa_017,MSAT,0.0238,0.2,0.0238,0.2,-0.1762,-0.1762,1,0,1,0.0,F2,0.044,0.1304,uniq_recall
1jfkA_2nxqB,ShallowMsa_018,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_019,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_020,MSAT,0.0,0.3,0.0,0.3,-0.3,-0.3,1,0,1,0.0,F2,0.0549,0.3043,uniq_recall
1jfkA_2nxqB,ShallowMsa_021,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_022,MSAT,0.0238,0.0,0.0238,0.0,0.0238,0.0238,1,1,0,1.0,F1,0.011,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_023,MSAT,0.0,0.1,0.0,0.1,-0.1,-0.1,1,0,1,0.0,F2,0.0,0.0435,uniq_recall
1jfkA_2nxqB,ShallowMsa_024,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.011,0.0435,uniq_recall
1jfkA_2nxqB,ShallowMsa_025,MSAT,0.0238,0.4,0.0238,0.4,-0.3762,-0.3762,1,0,1,0.0,F2,0.0659,0.3043,uniq_recall
1jfkA_2nxqB,ShallowMsa_026,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_027,MSAT,0.0238,0.3,0.0238,0.3,-0.2762,-0.2762,1,0,1,0.0,F2,0.022,0.1739,uniq_recall
1jfkA_2nxqB,ShallowMsa_028,MSAT,0.0238,0.3,0.0238,0.3,-0.2762,-0.2762,1,0,1,0.0,F2,0.044,0.2174,uniq_recall
1jfkA_2nxqB,ShallowMsa_029,MSAT,0.0238,0.3,0.0238,0.3,-0.2762,-0.2762,1,0,1,0.0,F2,0.0549,0.3043,uniq_recall
1jfkA_2nxqB,ShallowMsa_030,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_031,MSAT,0.0238,0.4,0.0238,0.4,-0.3762,-0.3762,1,0,1,0.0,F2,0.0549,0.3478,uniq_recall
1jfkA_2nxqB,ShallowMsa_032,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_033,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
