pair_id,method,n_clusters,n_f1,n_f2,n_amb,has_both_folds,n_f1_centered,n_f2_centered,n_amb_centered,has_both_folds_centered,pair_median_used,TMdiff_spread,TMdiff_range,TMdiff_mean,best_score_f1,best_score_f2
1jfkA_2nxqB,Boltz2,100,97,2,1,True,26,24,50,True,0.2271,0.1005,0.7849,0.2198,0.7835,0.7428
1kctA_3t1pA,AF2,100,33,4,63,True,17,9,74,True,0.0202,0.0407,0.1764,0.0261,0.9046,0.8997
1kctA_3t1pA,AF3,100,15,58,27,True,37,1,62,True,-0.0761,0.0627,0.2249,-0.0383,0.8817,0.9198
1kctA_3t1pA,ESM,100,89,0,11,False,0,11,89,False,0.1013,0.042,0.1943,0.0866,0.9395,0.9313
1kctA_3t1pA,MSAT,20,0,0,20,False,0,0,20,False,0.0009,0.0061,0.024,0.0006,0.1798,0.1933
1kctA_3t1pA,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0023,0.0116,-0.0006,0.0508,0.0614
1kctA_3t1pA,DDG,100,100,0,0,False,43,37,20,True,40.2691,5.3255,26.9486,39.277,-25.4176,-48.1061
1kctA_3t1pA,Boltz2,100,9,2,89,True,3,3,94,True,0.0132,0.0253,0.1593,0.0137,0.8807,0.8831
1miqB_1qs8B,AF2,100,0,14,86,False,1,5,94,True,-0.0284,0.0225,0.1355,-0.0307,0.7527,0.8477
1miqB_1qs8B,AF3,100,0,41,59,False,1,21,78,True,-0.0401,0.0547,0.23,-0.0608,0.9455,0.9742
1miqB_1qs8B,ESM,100,0,92,8,False,8,0,92,False,-0.0863,0.0277,0.1388,-0.0799,0.9051,0.9763
1miqB_1qs8B,MSAT,15,0,0,15,False,0,0,15,False,-0.0014,0.0085,0.0332,-0.0049,0.2757,0.3049
1miqB_1qs8B,CCMpred,15,0,0,15,False,0,0,15,False,0.0,0.0004,0.0017,-0.0002,0.0058,0.0075
1miqB_1qs8B,DDG,100,81,6,13,True,38,39,23,True,4.0384,3.4234,17.5126,4.0419,-54.9167,-57.9398
1miqB_1qs8B,Boltz2,100,1,27,72,True,4,4,92,True,-0.0289,0.0294,0.1502,-0.0299,0.8597,0.9304
1mnmD_1mnmC,AF2,100,0,0,100,False,0,0,100,False,-0.0164,0.0143,0.0748,-0.0144,0.7487,0.7376
1mnmD_1mnmC,AF3,100,0,1,99,False,0,0,100,False,-0.0113,0.0145,0.0779,-0.0137,0.7401,0.7269
1mnmD_1mnmC,ESM,100,0,0,100,False,0,0,100,False,-0.0128,0.0167,0.082,-0.0127,0.937,0.946
1mnmD_1mnmC,MSAT,20,0,0,20,False,0,0,20,False,0.0,0.0135,0.0549,-0.0008,0.4571,0.4722
1mnmD_1mnmC,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0003,0.0008,0.0001,0.0286,0.0278
1mnmD_1mnmC,DDG,100,0,100,0,False,8,13,79,True,-3.8819,0.8488,4.1678,-3.9739,-7.7811,-5.8317
1nocA_1qomB,AF2,100,0,1,99,False,0,3,97,False,0.0174,0.0215,0.1001,0.013,0.7939,0.7485
1nocA_1qomB,AF3,100,25,0,75,False,9,2,89,True,0.0212,0.03,0.1491,0.0261,0.8522,0.8787
1nocA_1qomB,ESM,100,0,14,86,False,1,2,97,True,-0.024,0.0245,0.1321,-0.0246,0.5983,0.5956
1nocA_1qomB,MSAT,19,0,0,19,False,0,0,19,False,0.0006,0.0036,0.0139,0.0006,0.0283,0.0207
1nocA_1qomB,CCMpred,19,0,0,19,False,0,0,19,False,0.0,0.0,0.0,0.0,0.0,0.0
1nocA_1qomB,DDG,100,9,74,17,True,34,37,29,True,-2.8186,2.4882,10.6758,-2.6937,-13.302,-13.7561
1nocA_1qomB,Boltz2,100,0,42,58,False,2,17,81,True,-0.0408,0.0371,0.1407,-0.0474,0.8526,0.9672
1nqjB_1nqdA,AF2,100,0,49,51,False,1,26,73,True,-0.0398,0.0422,0.1385,-0.0554,0.857,0.9758
1nqjB_1nqdA,AF3,100,0,59,41,False,15,25,60,True,-0.0663,0.0417,0.1254,-0.0654,0.8585,0.978
1nqjB_1nqdA,ESM,100,5,49,46,True,19,9,72,True,-0.0471,0.0623,0.358,-0.0402,0.8886,0.9502
1nqjB_1nqdA,MSAT,15,2,1,12,True,2,1,12,True,0.0008,0.0486,0.2425,0.0022,0.1272,0.2438
1nqjB_1nqdA,CCMpred,15,0,0,15,False,0,0,15,False,0.0,0.0,0.0,0.0,0.0,0.0
1nqjB_1nqdA,DDG,100,12,33,55,True,18,17,65,True,-0.4393,1.1144,6.0039,-0.4481,-16.2067,-15.6402
1nqjB_1nqdA,Boltz2,100,5,9,86,True,9,7,84,True,-0.0143,0.0397,0.2768,-0.0149,0.8592,0.901
1nrjB_2gedB,AF2,100,31,11,58,True,23,18,59,True,0.0205,0.0746,0.405,0.0276,0.883,0.7075
1nrjB_2gedB,AF3,100,43,5,52,True,28,9,63,True,0.0356,0.081,0.4761,0.0566,0.9462,0.7158
1nrjB_2gedB,ESM,100,99,0,1,False,11,8,81,True,0.1547,0.0534,0.3003,0.1609,0.9333,0.75
1nrjB_2gedB,MSAT,18,0,0,18,False,0,0,18,False,0.0,0.0056,0.0208,-0.0024,0.0147,0.0238
1nrjB_2gedB,CCMpred,18,0,0,18,False,0,0,18,False,0.0,0.0,0.0,0.0,0.0,0.0
1nrjB_2gedB,DDG,100,0,100,0,False,40,43,17,True,-12.2958,4.5821,19.5588,-12.0944,-38.5306,-25.9686
1nrjB_2gedB,Boltz2,100,0,99,1,False,16,31,53,True,-0.1795,0.0935,0.4093,-0.2157,0.3943,0.7412
1qb3A_3qy2A,AF2,100,0,97,3,False,3,1,96,True,-0.1095,0.0226,0.1525,-0.11,0.6935,0.862
1qb3A_3qy2A,AF3,100,0,94,6,False,10,2,88,True,-0.121,0.0319,0.1846,-0.1151,0.7377,0.9228
1qb3A_3qy2A,ESM,100,0,99,1,False,2,0,98,False,-0.1359,0.0208,0.171,-0.1334,0.8335,0.9486
1qb3A_3qy2A,MSAT,20,0,0,20,False,0,0,20,False,0.0,0.0006,0.0028,0.0001,0.026,0.0241
1qb3A_3qy2A,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0,0.0,0.0,0.0,0.0
1qb3A_3qy2A,DDG,100,88,1,11,True,27,21,52,True,2.3996,1.6567,10.0567,2.607,-6.825,-10.0797
1qb3A_3qy2A,Boltz2,100,0,88,12,False,13,0,87,False,-0.1096,0.0376,0.1642,-0.1004,0.6998,0.8497
1qlnA_1h38D,AF2,100,1,4,95,True,1,4,95,True,0.0033,0.0244,0.14,0.0001,0.7316,0.8143
1qlnA_1h38D,AF3,100,6,18,76,True,6,18,76,True,0.004,0.0558,0.3181,-0.0083,0.8761,0.9383
1qlnA_1h38D,ESM,100,30,23,47,True,20,29,51,True,0.028,0.0712,0.2827,0.0225,0.9314,0.9076
1qlnA_1h38D,MSAT,10,0,0,10,False,0,0,10,False,-0.0006,0.0025,0.0101,-0.001,0.023,0.0221
1qlnA_1h38D,CCMpred,10,0,0,10,False,0,0,10,False,0.0,0.0,0.0,0.0,0.0,0.0
1qlnA_1h38D,DDG,100,3,97,0,True,46,46,8,True,-30.8793,12.8817,64.1775,-28.5951,-87.1938,-63.6301
1qlnA_1h38D,Boltz2,100,10,0,90,False,2,0,98,False,0.0181,0.0212,0.1106,0.0202,0.4153,0.4181
1rk4B_1k0nA,AF2,100,10,10,80,True,3,13,84,True,0.0204,0.0506,0.2401,0.0085,0.7695,0.9241
1rk4B_1k0nA,AF3,100,11,13,76,True,0,14,86,False,0.0146,0.0505,0.2233,0.0021,0.8169,0.9588
1rk4B_1k0nA,ESM,100,0,95,5,False,6,16,78,True,-0.1323,0.0926,0.5565,-0.1525,0.9537,0.9677
1rk4B_1k0nA,MSAT,16,0,0,16,False,0,0,16,False,0.0,0.0045,0.0207,0.0021,0.0165,0.0085
1rk4B_1k0nA,CCMpred,16,0,0,16,False,0,0,16,False,0.0,0.0,0.0,0.0,0.0,0.0
1rk4B_1k0nA,DDG,100,63,10,27,True,27,28,45,True,1.5528,2.3535,14.5835,1.52,-5.4654,-6.0105
1rk4B_1k0nA,Boltz2,100,3,9,88,True,4,9,87,True,-0.0016,0.0379,0.2245,-0.0075,0.6324,0.6746
1svfC_4wsgC,AF2,4,4,0,0,False,1,1,2,True,0.3419,0.1222,0.3254,0.3822,0.8381,0.2677
1svfC_4wsgC,AF3,4,4,0,0,False,1,0,3,False,0.4742,0.0716,0.1791,0.5005,0.8469,0.3065
1svfC_4wsgC,ESM,4,0,1,3,False,0,1,3,False,-0.0367,0.0453,0.1237,-0.0485,0.5476,0.5548
1svfC_4wsgC,MSAT,1,0,1,0,False,0,1,0,False,0.0,0.0,0.0,-0.1398,0.0,0.1398
1svfC_4wsgC,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
1svfC_4wsgC,DDG,4,4,0,0,False,2,2,0,True,112.507,41.1474,104.9386,100.5937,-0.6652,-39.3742
1svfC_4wsgC,Boltz2,4,0,4,0,False,1,0,3,False,-0.1767,0.0353,0.0864,-0.1605,0.182,0.3686
1wp8C_5ejbC,AF2,15,14,0,1,False,6,4,5,True,0.2971,0.1525,0.5852,0.3155,0.8215,0.4893
1wp8C_5ejbC,AF3,15,11,0,4,False,6,6,3,True,0.3139,0.2035,0.6589,0.2896,0.8702,0.5077
1wp8C_5ejbC,ESM,15,3,6,6,True,4,2,9,True,-0.0261,0.0916,0.3899,-0.008,0.6176,0.6696
1wp8C_5ejbC,MSAT,1,1,0,0,False,1,0,0,False,0.0,0.0,0.0,0.1894,0.3214,0.132
1wp8C_5ejbC,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
1wp8C_5ejbC,DDG,15,15,0,0,False,7,7,1,True,103.8111,29.4639,106.3589,100.4403,-4.429,-40.6165
1wp8C_5ejbC,Boltz2,15,0,13,2,False,2,0,13,False,-0.1025,0.0433,0.1806,-0.1002,0.3792,0.4719
1x0gD_1x0gA,AF2,100,0,98,2,False,22,15,63,True,-0.1851,0.0581,0.3061,-0.1783,0.5741,0.9067
1x0gD_1x0gA,AF3,100,0,99,1,False,19,27,54,True,-0.1791,0.0706,0.3325,-0.1884,0.5938,0.9097
1x0gD_1x0gA,ESM,100,1,98,1,True,24,3,73,True,-0.2846,0.0722,0.4317,-0.2617,0.6021,0.8894
1x0gD_1x0gA,MSAT,21,20,0,1,False,5,2,14,True,0.1155,0.0435,0.1501,0.1252,0.5789,0.4521
1x0gD_1x0gA,CCMpred,21,0,0,21,False,0,0,21,False,0.0,0.0055,0.0255,0.0002,0.1864,0.1746
1x0gD_1x0gA,DDG,100,100,0,0,False,33,25,42,True,15.4309,2.1647,11.1341,15.5971,-10.9044,-20.8076
1x0gD_1x0gA,Boltz2,100,0,0,100,False,0,0,100,False,0.0,0.0,0.0,0.0,0.6752,0.6752
1xezA_3o44A,AF2,7,1,1,5,True,1,0,6,False,-0.0299,0.0389,0.1202,-0.012,0.3356,0.3257
1xezA_3o44A,AF3,7,0,1,6,False,0,0,7,False,-0.0155,0.0256,0.0751,-0.0206,0.4134,0.4289
1xezA_3o44A,ESM,7,6,0,1,False,0,0,7,False,0.0586,0.0123,0.0407,0.0584,0.6599,0.5896
1xezA_3o44A,MSAT,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0013,0.1176,0.1163
1xezA_3o44A,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
1xezA_3o44A,DDG,7,0,6,1,False,3,2,2,True,-25.306,12.5433,35.715,-20.3456,-6.1936,-3.5562
1xezA_3o44A,Boltz2,7,1,0,6,False,1,0,6,False,-0.0002,0.0321,0.09,0.0015,0.3712,0.3403
1xjuB_1xjtA,AF2,100,13,6,81,True,7,11,82,True,0.01,0.0425,0.2971,0.0077,0.8028,0.9365
1xjuB_1xjtA,AF3,100,27,18,55,True,16,24,60,True,0.0203,0.0706,0.3865,0.014,0.8336,0.9691
1xjuB_1xjtA,ESM,100,0,90,10,False,15,21,64,True,-0.1111,0.0752,0.3528,-0.1246,0.8151,0.8935
1xjuB_1xjtA,MSAT,18,1,0,17,False,1,0,17,False,0.0,0.0619,0.2943,0.0178,0.2663,0.0323
1xjuB_1xjtA,CCMpred,18,0,0,18,False,0,0,18,False,0.0,0.0,0.0,0.0,0.0,0.0
1xjuB_1xjtA,DDG,100,82,8,10,True,35,33,32,True,3.2739,2.79,12.5689,3.2476,-12.617,-16.0341
1xjuB_1xjtA,Boltz2,100,3,6,91,True,3,9,88,True,0.0048,0.0369,0.2505,-0.002,0.5765,0.5714
1xtgB_3j97M,AF2,100,0,99,1,False,1,0,99,False,-0.1164,0.0146,0.0928,-0.1134,0.4387,0.4811
1xtgB_3j97M,AF3,100,0,96,4,False,7,0,93,False,-0.1094,0.0219,0.1238,-0.1049,0.424,0.4829
1xtgB_3j97M,ESM,100,0,100,0,False,40,40,20,True,-0.338,0.1427,0.4694,-0.3184,0.4527,0.8869
1xtgB_3j97M,MSAT,2,0,0,2,False,0,0,2,False,0.0,0.0,0.0,0.0,0.0,0.0
1xtgB_3j97M,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0,0.0,0.0,0.0,0.0
1xtgB_3j97M,DDG,100,100,0,0,False,34,31,35,True,3.8419,1.7181,7.4788,4.1445,-0.4822,-2.1768
1xtgB_3j97M,Boltz2,100,52,15,33,True,11,18,71,True,0.0526,0.0605,0.2492,0.0397,0.6428,0.5616
1zk9A_3jv6A,AF2,99,0,92,7,False,37,28,34,True,-0.2249,0.1114,0.4782,-0.2118,0.4533,0.9224
1zk9A_3jv6A,AF3,99,0,98,1,False,28,25,46,True,-0.3205,0.1029,0.4357,-0.3086,0.5235,0.9817
1zk9A_3jv6A,ESM,99,0,98,1,False,7,0,92,False,-0.4309,0.0784,0.4404,-0.4096,0.5729,0.9775
1zk9A_3jv6A,MSAT,20,1,0,19,False,1,0,19,False,0.0015,0.0246,0.1317,0.0079,0.1919,0.0966
1zk9A_3jv6A,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0,0.0,0.0,0.0,0.0
1zk9A_3jv6A,DDG,99,99,0,0,False,38,34,27,True,14.1763,5.365,26.6937,15.1066,-6.1235,-9.3923
1zk9A_3jv6A,Boltz2,99,0,94,5,False,32,19,48,True,-0.2856,0.0955,0.4031,-0.2577,0.4715,0.8871
2bzyB_2lqwA,AF2,85,76,1,8,True,30,32,23,True,0.3203,0.1508,0.6009,0.278,0.7575,0.3618
2bzyB_2lqwA,AF3,85,85,0,0,False,16,22,47,True,0.387,0.1079,0.4495,0.3528,0.8046,0.4097
2bzyB_2lqwA,ESM,85,54,21,10,True,24,27,34,True,0.0797,0.2637,0.8963,0.0003,0.7252,0.8715
2bzyB_2lqwA,MSAT,1,1,0,0,False,1,0,0,False,0.0,0.0,0.0,0.2413,0.463,0.2217
2bzyB_2lqwA,CCMpred,4,0,0,4,False,0,0,4,False,0.0,0.0007,0.0017,-0.0004,0.0,0.0017
2bzyB_2lqwA,DDG,85,85,0,0,False,39,35,11,True,28.6097,6.7351,35.2177,29.0039,0.0619,-11.0829
2bzyB_2lqwA,Boltz2,85,0,83,2,False,10,21,54,True,-0.1527,0.1153,0.59,-0.1868,0.4437,0.8576
2c1vB_2c1uC,AF2,100,0,0,100,False,0,0,100,False,-0.0005,0.0182,0.0933,0.0016,0.7574,0.7496
2c1vB_2c1uC,AF3,100,26,1,73,True,15,2,83,True,0.0212,0.0347,0.1747,0.028,0.9693,0.8719
2c1vB_2c1uC,ESM,100,100,0,0,False,0,0,100,False,0.1256,0.0147,0.0835,0.1254,0.9865,0.8631
2c1vB_2c1uC,MSAT,18,0,0,18,False,0,0,18,False,0.0037,0.0082,0.028,0.006,0.199,0.1743
2c1vB_2c1uC,CCMpred,18,0,0,18,False,0,0,18,False,-0.0001,0.0011,0.0045,0.0002,0.0408,0.0385
2c1vB_2c1uC,DDG,100,21,50,29,True,34,34,32,True,-1.0136,2.5476,14.8844,-1.0188,-30.225,-26.7922
2c1vB_2c1uC,Boltz2,100,1,3,96,True,0,4,96,False,0.0053,0.0204,0.1096,0.005,0.7036,0.6807
2grmB_2axzA,AF2,2,0,0,2,False,0,0,2,False,0.0128,0.0097,0.0194,0.0128,0.6821,0.6789
2grmB_2axzA,AF3,2,0,0,2,False,0,0,2,False,0.0086,0.0109,0.0219,0.0086,0.6697,0.6721
2grmB_2axzA,ESM,2,0,0,2,False,0,0,2,False,0.0315,0.0085,0.0171,0.0315,0.8756,0.8355
2grmB_2axzA,MSAT,1,1,0,0,False,1,0,0,False,0.0,0.0,0.0,0.1271,0.1308,0.0037
2grmB_2axzA,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
2grmB_2axzA,DDG,2,1,1,0,True,1,1,0,True,-0.1797,1.9476,3.8952,-0.1797,-46.153,-44.0256
2grmB_2axzA,Boltz2,2,0,0,2,False,0,0,2,False,0.035,0.0009,0.0019,0.035,0.6378,0.6037
2h44A_1rkpA,AF2,100,0,3,97,False,1,3,96,True,-0.0131,0.0205,0.1316,-0.0127,0.9312,0.9499
2h44A_1rkpA,AF3,100,0,7,93,False,2,0,98,False,-0.0182,0.0201,0.1035,-0.0188,0.9553,0.9684
2h44A_1rkpA,ESM,100,0,11,89,False,1,3,96,True,-0.0148,0.0236,0.1174,-0.0125,0.9352,0.9547
2h44A_1rkpA,MSAT,20,0,0,20,False,0,0,20,False,-0.0008,0.0033,0.0129,-0.0022,0.1646,0.1658
2h44A_1rkpA,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0005,0.0029,0.0001,0.0073,0.0078
2h44A_1rkpA,DDG,100,0,100,0,False,30,26,44,True,-7.7289,1.8917,10.2457,-7.7253,-40.1284,-37.0187
2h44A_1rkpA,Boltz2,100,1,1,98,True,1,1,98,True,-0.0023,0.0213,0.1538,-0.0032,0.9292,0.9291
2jmrA_4j3oF,AF2,100,0,50,50,False,4,2,94,True,-0.0501,0.0255,0.1354,-0.0496,0.7999,0.8046
2jmrA_4j3oF,AF3,100,0,76,24,False,2,2,96,True,-0.0616,0.0198,0.1353,-0.0614,0.8316,0.8774
2jmrA_4j3oF,ESM,100,14,0,86,False,0,3,97,False,0.0399,0.0162,0.1103,0.0372,0.8656,0.8394
2jmrA_4j3oF,MSAT,20,0,1,19,False,0,1,19,False,-0.0158,0.02,0.0909,-0.0188,0.3161,0.3981
2jmrA_4j3oF,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0,0.0,0.0,0.0,0.0
2jmrA_4j3oF,DDG,100,69,9,22,True,31,27,42,True,1.7434,1.7979,9.6306,1.6949,-14.5209,-12.6704
2jmrA_4j3oF,Boltz2,100,6,0,94,False,6,0,94,False,0.0053,0.0237,0.1219,0.0073,0.7839,0.7868
2k42A_1ceeB,AF2,100,52,12,36,True,41,43,16,True,0.0765,0.1801,0.6614,0.122,0.8246,0.4457
2k42A_1ceeB,AF3,100,48,7,45,True,39,26,35,True,0.0461,0.1713,0.6993,0.111,0.8087,0.5038
2k42A_1ceeB,ESM,100,75,2,23,True,28,36,36,True,0.1381,0.1441,0.5941,0.1541,0.8158,0.4467
2k42A_1ceeB,MSAT,20,0,3,17,False,0,1,19,False,-0.0135,0.0215,0.0863,-0.0171,0.0682,0.1071
2k42A_1ceeB,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0,0.0,0.0,0.0,0.0
2k42A_1ceeB,DDG,100,0,99,1,False,37,39,24,True,-8.4142,3.0392,12.8173,-8.2557,-1.491,-0.5816
2k42A_1ceeB,Boltz2,100,51,13,36,True,34,24,42,True,0.0522,0.1235,0.6892,0.0736,0.8005,0.5079
2kb8A_6vw2A,AF2,20,20,0,0,False,8,6,6,True,0.2903,0.1183,0.3708,0.2844,0.5955,0.198
2kb8A_6vw2A,AF3,20,17,0,3,False,7,7,6,True,0.2033,0.1245,0.4513,0.201,0.618,0.2268
2kb8A_6vw2A,ESM,20,19,0,1,False,3,6,11,True,0.2233,0.0847,0.3108,0.1979,0.4961,0.2094
2kb8A_6vw2A,MSAT,2,0,0,2,False,0,0,2,False,0.0,0.0,0.0,0.0,0.0,0.0
2kb8A_6vw2A,CCMpred,2,0,0,2,False,0,0,2,False,0.0,0.0,0.0,0.0,0.0,0.0
2kb8A_6vw2A,DDG,20,10,0,10,False,3,0,17,False,0.9521,0.6475,2.1926,1.1614,-1.0189,-1.47
2kb8A_6vw2A,Boltz2,20,15,1,4,True,6,7,7,True,0.202,0.1246,0.4458,0.1668,0.5399,0.2108
2kkwA_2n0aD,AF2,32,30,0,2,False,8,3,21,True,0.1148,0.0577,0.2709,0.1307,0.4296,0.2155
2kkwA_2n0aD,AF3,32,31,0,1,False,1,2,29,True,0.1125,0.0309,0.1662,0.1101,0.3768,0.2504
2kkwA_2n0aD,ESM,32,32,0,0,False,6,0,26,False,0.1242,0.0396,0.178,0.1324,0.5543,0.3025
2kkwA_2n0aD,MSAT,3,0,0,3,False,0,0,3,False,0.0,0.0,0.0,0.0,0.0,0.0
2kkwA_2n0aD,CCMpred,3,0,0,3,False,0,0,3,False,0.0,0.0,0.0,0.0,0.0,0.0
2kkwA_2n0aD,DDG,32,25,3,4,True,6,9,17,True,3.0397,1.8786,7.4326,2.5051,-1.0531,-1.4087
2kkwA_2n0aD,Boltz2,32,23,0,9,False,12,6,14,True,0.0722,0.0666,0.2276,0.0879,0.4214,0.2804
2lelA_2k0qA,AF2,20,5,11,4,True,8,7,5,True,-0.0704,0.0997,0.2717,-0.0521,0.6746,0.7471
2lelA_2k0qA,AF3,20,3,12,5,True,7,7,6,True,-0.0698,0.0943,0.322,-0.0659,0.6754,0.7737
2lelA_2k0qA,ESM,20,6,10,4,True,9,9,2,True,-0.0464,0.1208,0.3345,-0.0529,0.7717,0.8367
2lelA_2k0qA,MSAT,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,-0.0179,0.2957,0.3136
2lelA_2k0qA,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0263,0.0348,0.0085
2lelA_2k0qA,DDG,20,20,0,0,False,4,6,10,True,5.383,1.537,6.164,5.1392,-2.0103,-3.152
2lelA_2k0qA,Boltz2,20,1,11,8,True,4,8,8,True,-0.0619,0.0942,0.3057,-0.0972,0.7226,0.8468
2lepA_4hddA,AF2,100,94,1,5,True,19,30,51,True,0.2963,0.0976,0.4414,0.2682,0.7863,0.5228
2lepA_4hddA,AF3,100,96,0,4,False,16,24,60,True,0.2868,0.0824,0.4022,0.2673,0.7917,0.5194
2lepA_4hddA,ESM,100,94,2,4,True,14,23,63,True,0.311,0.1021,0.4881,0.2823,0.8249,0.5264
2lepA_4hddA,MSAT,20,19,1,0,True,6,6,8,True,0.2423,0.1438,0.6307,0.229,0.4742,0.2
2lepA_4hddA,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0021,0.0098,0.0005,0.0098,0.0
2lepA_4hddA,DDG,100,87,0,13,False,29,35,36,True,4.6288,2.2477,9.2615,4.0722,-1.0039,-1.2778
2lepA_4hddA,Boltz2,100,88,5,7,True,25,35,40,True,0.2772,0.1216,0.5085,0.242,0.8204,0.5698
2lv1A_6lniA,AF2,26,18,1,7,True,10,9,7,True,0.1721,0.1234,0.3828,0.1594,0.5809,0.3123
