pair_id,cluster,n_seqs,mean_pid_to_query,median_pid_to_query
1kctA_3t1pA,ShallowMsa_019,288,0.27494976182106207,0.2732399288346677
1miqB_1qs8B,ShallowMsa_000,2232,0.29844917365698403,0.2930169618067707
1miqB_1qs8B,ShallowMsa_001,1808,0.2967371845640895,0.2953846153846154
1miqB_1qs8B,ShallowMsa_002,1384,0.280594930095928,0.27862997658079625
1miqB_1qs8B,ShallowMsa_003,1347,0.29541792699907127,0.29153605015673983
1miqB_1qs8B,ShallowMsa_004,911,0.289656351169011,0.28923076923076924
1miqB_1qs8B,ShallowMsa_005,908,0.3411835383186146,0.3201775735508869
1miqB_1qs8B,ShallowMsa_006,834,0.2778383941284575,0.2777777777777778
1miqB_1qs8B,ShallowMsa_007,797,0.313928335303578,0.3157894736842105
1miqB_1qs8B,ShallowMsa_008,690,0.27263226715881433,0.2709677419354839
1miqB_1qs8B,ShallowMsa_009,688,0.28495155323690197,0.2838913198331129
1miqB_1qs8B,ShallowMsa_010,617,0.3022840877603321,0.3037974683544304
1miqB_1qs8B,ShallowMsa_011,529,0.28279053390872,0.28135593220338984
1miqB_1qs8B,ShallowMsa_012,496,0.3117203278441007,0.29888692652072124
1miqB_1qs8B,ShallowMsa_013,398,0.2807621010546086,0.2805866070478016
1miqB_1qs8B,ShallowMsa_014,388,0.310129352128065,0.29731105521619355
1mnmD_1mnmC,ShallowMsa_000,619,0.32708913149203267,0.32142857142857145
1mnmD_1mnmC,ShallowMsa_001,532,0.3202880414634389,0.30495169082125606
1mnmD_1mnmC,ShallowMsa_002,415,0.2973533619515299,0.2894736842105263
1mnmD_1mnmC,ShallowMsa_003,385,0.29365161104721804,0.2878787878787879
1mnmD_1mnmC,ShallowMsa_004,348,0.30423874814781554,0.30357142857142855
1mnmD_1mnmC,ShallowMsa_005,342,0.28862800304931185,0.2919871794871795
1mnmD_1mnmC,ShallowMsa_006,316,0.28033348517301415,0.2777777777777778
1mnmD_1mnmC,ShallowMsa_007,313,0.29033067782610555,0.2857142857142857
1mnmD_1mnmC,ShallowMsa_008,311,0.33288100753077793,0.3275862068965517
1mnmD_1mnmC,ShallowMsa_009,309,0.3722330162983465,0.36923076923076925
1mnmD_1mnmC,ShallowMsa_010,307,0.3123281386010225,0.3103448275862069
1mnmD_1mnmC,ShallowMsa_011,299,0.2929505061936105,0.288135593220339
1mnmD_1mnmC,ShallowMsa_012,290,0.3119400684200206,0.3114754098360656
1mnmD_1mnmC,ShallowMsa_013,276,0.29320833188235473,0.2903225806451613
1mnmD_1mnmC,ShallowMsa_014,274,0.28239074854979956,0.28
1mnmD_1mnmC,ShallowMsa_015,256,0.31266007461738454,0.30612244897959184
1mnmD_1mnmC,ShallowMsa_016,254,0.3050350534708076,0.30357142857142855
1mnmD_1mnmC,ShallowMsa_017,242,0.3314213264581698,0.3275862068965517
1mnmD_1mnmC,ShallowMsa_018,234,0.33369937253088583,0.3333333333333333
1mnmD_1mnmC,ShallowMsa_019,227,0.30924099627721274,0.30434782608695654
1nocA_1qomB,ShallowMsa_000,692,0.47924263762668734,0.45428422152560083
1nocA_1qomB,ShallowMsa_001,655,0.46513871122422984,0.4422535211267606
1nocA_1qomB,ShallowMsa_002,652,0.46760486791070194,0.4689346393214464
1nocA_1qomB,ShallowMsa_003,577,0.4358528134505924,0.43342776203966005
1nocA_1qomB,ShallowMsa_004,553,0.4517450407879585,0.4550561797752809
1nocA_1qomB,ShallowMsa_005,501,0.4217620003693439,0.42735042735042733
1nocA_1qomB,ShallowMsa_006,489,0.8092553431740097,0.816711590296496
1nocA_1qomB,ShallowMsa_007,473,0.6500767156978272,0.660377358490566
1nocA_1qomB,ShallowMsa_008,440,0.5943141958543531,0.5986183087604939
1nocA_1qomB,ShallowMsa_009,403,0.4411643134709167,0.4444444444444444
1nocA_1qomB,ShallowMsa_010,392,0.4028902853641184,0.3977099611774534
1nocA_1qomB,ShallowMsa_011,356,0.7996088255482683,0.816711590296496
1nocA_1qomB,ShallowMsa_012,349,0.4615159064983433,0.46131805157593125
1nocA_1qomB,ShallowMsa_013,334,0.4601664073367635,0.4630681818181818
1nocA_1qomB,ShallowMsa_014,329,0.40243506365827375,0.4046242774566474
1nocA_1qomB,ShallowMsa_015,317,0.3901000399919815,0.39215686274509803
1nocA_1qomB,ShallowMsa_016,316,0.42934324034987115,0.4221556886227545
1nocA_1qomB,ShallowMsa_017,311,0.4637324099036095,0.463768115942029
1nocA_1qomB,ShallowMsa_018,258,0.5735660858084436,0.5783669385870401
1nqjB_1nqdA,ShallowMsa_000,479,0.29093300508723835,0.2897196261682243
1nqjB_1nqdA,ShallowMsa_001,345,0.2964060741266255,0.29357798165137616
1nqjB_1nqdA,ShallowMsa_002,330,0.3632806812895263,0.3411711711711712
1nqjB_1nqdA,ShallowMsa_003,300,0.3109725768452816,0.3076923076923077
1nqjB_1nqdA,ShallowMsa_004,289,0.2966165311396088,0.2978723404255319
1nqjB_1nqdA,ShallowMsa_005,276,0.3803589575407129,0.38461538461538464
1nqjB_1nqdA,ShallowMsa_006,248,0.28996292526487766,0.2876712328767123
1nqjB_1nqdA,ShallowMsa_007,232,0.30455086043356117,0.3023255813953488
1nqjB_1nqdA,ShallowMsa_008,230,0.3014269069186019,0.2891566265060241
1nqjB_1nqdA,ShallowMsa_009,228,0.29917176115356314,0.2978723404255319
1nqjB_1nqdA,ShallowMsa_010,226,0.3205654278944432,0.3177570093457944
1nqjB_1nqdA,ShallowMsa_011,222,0.28748066103200337,0.28865979381443296
1nqjB_1nqdA,ShallowMsa_012,220,0.2732208573849459,0.2714363487886762
1nqjB_1nqdA,ShallowMsa_013,210,0.29158189291169073,0.29128787878787876
1nqjB_1nqdA,ShallowMsa_014,208,0.2902896520691524,0.28846153846153844
1nrjB_2gedB,ShallowMsa_000,388,0.30597962777267346,0.30708661417322836
1nrjB_2gedB,ShallowMsa_001,380,0.32322638503117784,0.3228346456692913
1nrjB_2gedB,ShallowMsa_002,351,0.33092107451224023,0.32978723404255317
1nrjB_2gedB,ShallowMsa_003,348,0.3849218748707088,0.35120759056929274
1nrjB_2gedB,ShallowMsa_004,345,0.3308214180788401,0.32450331125827814
1nrjB_2gedB,ShallowMsa_005,330,0.36922104920341015,0.3670212765957447
1nrjB_2gedB,ShallowMsa_006,329,0.3939979535426354,0.3937007874015748
1nrjB_2gedB,ShallowMsa_007,305,0.33996289225789533,0.33962264150943394
1nrjB_2gedB,ShallowMsa_008,292,0.32361817135325766,0.3221739739459308
1nrjB_2gedB,ShallowMsa_009,278,0.3278302689510589,0.32585630743525484
1nrjB_2gedB,ShallowMsa_010,275,0.35500796713989397,0.3564356435643564
1nrjB_2gedB,ShallowMsa_011,250,0.3340758312369565,0.3333333333333333
1nrjB_2gedB,ShallowMsa_012,249,0.3205932204942222,0.32
1nrjB_2gedB,ShallowMsa_013,247,0.322820059462782,0.3163265306122449
1nrjB_2gedB,ShallowMsa_014,233,0.30608734558735406,0.3021978021978022
1nrjB_2gedB,ShallowMsa_015,229,0.31940075754341013,0.31932773109243695
1nrjB_2gedB,ShallowMsa_016,218,0.43807699958030616,0.3816793893129771
1nrjB_2gedB,ShallowMsa_017,213,0.36322888301567496,0.36065573770491804
1qb3A_3qy2A,ShallowMsa_000,622,0.5343695316681255,0.5384615384615384
1qb3A_3qy2A,ShallowMsa_001,537,0.5488262508484215,0.56
1qb3A_3qy2A,ShallowMsa_002,375,0.5382562338368462,0.5416666666666666
1qb3A_3qy2A,ShallowMsa_003,330,0.7378672716858209,0.7232909005186232
1qb3A_3qy2A,ShallowMsa_004,329,0.4420957449594897,0.4383561643835616
1qb3A_3qy2A,ShallowMsa_005,306,0.7011866492052012,0.7052631578947368
1qb3A_3qy2A,ShallowMsa_006,292,0.5349321730547381,0.5289491298527443
1qb3A_3qy2A,ShallowMsa_007,287,0.48704954813295837,0.4880952380952381
1qb3A_3qy2A,ShallowMsa_008,277,0.5548066509033841,0.5571428571428572
1qb3A_3qy2A,ShallowMsa_009,273,0.5531120745054643,0.5633802816901409
1qb3A_3qy2A,ShallowMsa_010,266,0.6407866446323909,0.6451612903225806
1qb3A_3qy2A,ShallowMsa_011,263,0.456376371123795,0.45348837209302323
1qb3A_3qy2A,ShallowMsa_012,263,0.39651874457699027,0.379746835443038
1qb3A_3qy2A,ShallowMsa_013,246,0.5553363203191933,0.5633802816901409
1qb3A_3qy2A,ShallowMsa_014,239,0.5039124760026066,0.5076923076923077
1qb3A_3qy2A,ShallowMsa_015,237,0.5365700916023872,0.5352112676056338
1qb3A_3qy2A,ShallowMsa_016,236,0.5234689868555567,0.5253205128205128
1qb3A_3qy2A,ShallowMsa_017,230,0.5262823684083624,0.5253530166880616
1qb3A_3qy2A,ShallowMsa_018,227,0.5391688179420561,0.5384615384615384
1qb3A_3qy2A,ShallowMsa_019,222,0.4896426286498961,0.48808848553601814
1qlnA_1h38D,ShallowMsa_001,916,0.32112273772922517,0.31307125989720797
1qlnA_1h38D,ShallowMsa_002,560,0.4746489345612665,0.4007719047296884
1qlnA_1h38D,ShallowMsa_003,507,0.32196531524281774,0.3195739014647137
1qlnA_1h38D,ShallowMsa_004,495,0.34985032910082137,0.3472906403940887
1qlnA_1h38D,ShallowMsa_005,493,0.2938328538778976,0.2902208201892745
1qlnA_1h38D,ShallowMsa_006,337,0.2898276837594722,0.2862595419847328
1qlnA_1h38D,ShallowMsa_007,303,0.31068059893823297,0.304
1qlnA_1h38D,ShallowMsa_008,289,0.2975469366804726,0.29658792650918636
1qlnA_1h38D,ShallowMsa_009,260,0.32782525439549565,0.3016818706833557
1qlnA_1h38D,ShallowMsa_010,258,0.30648681156027263,0.3058064516129032
1rk4B_1k0nA,ShallowMsa_000,529,0.5883968239937458,0.6551724137931034
1rk4B_1k0nA,ShallowMsa_001,365,0.6956607546974751,0.6354679802955665
1rk4B_1k0nA,ShallowMsa_002,350,0.5073118144588659,0.5514018691588785
1rk4B_1k0nA,ShallowMsa_003,318,0.2818957179726317,0.2804232804232804
1rk4B_1k0nA,ShallowMsa_004,285,0.28319988506444893,0.28160919540229884
1rk4B_1k0nA,ShallowMsa_005,280,0.643754620206875,0.5915071770334928
1rk4B_1k0nA,ShallowMsa_006,272,0.2863381585848665,0.28147007042253525
1rk4B_1k0nA,ShallowMsa_007,265,0.26994305999205953,0.26842105263157895
1rk4B_1k0nA,ShallowMsa_008,258,0.2896948426858533,0.2857142857142857
1rk4B_1k0nA,ShallowMsa_009,257,0.5702113074540599,0.5714285714285714
1rk4B_1k0nA,ShallowMsa_010,253,0.4476223393127455,0.4090909090909091
1rk4B_1k0nA,ShallowMsa_011,247,0.5349001928715859,0.5414634146341464
1rk4B_1k0nA,ShallowMsa_012,242,0.6075949247772329,0.6097560975609756
1rk4B_1k0nA,ShallowMsa_013,238,0.33281826869653597,0.32851476881327624
1rk4B_1k0nA,ShallowMsa_014,235,0.3309037875710732,0.3229166666666667
1rk4B_1k0nA,ShallowMsa_015,233,0.49231023661101336,0.5102040816326531
1svfC_4wsgC,ShallowMsa_000,268,0.40187034094292606,0.4032258064516129
1wp8C_5ejbC,ShallowMsa_000,274,0.3229157226161247,0.31746031746031744
1x0gD_1x0gA,ShallowMsa_000,4683,0.3137722145042788,0.30392156862745096
1x0gD_1x0gA,ShallowMsa_001,1956,0.30375587057286163,0.3020833333333333
1x0gD_1x0gA,ShallowMsa_002,614,0.2933288158446021,0.2895058494848961
1x0gD_1x0gA,ShallowMsa_003,598,0.4142917278420252,0.4184859990507831
1x0gD_1x0gA,ShallowMsa_004,571,0.2947898216046397,0.29292929292929293
1x0gD_1x0gA,ShallowMsa_005,534,0.30402170517983573,0.30102307130180606
1x0gD_1x0gA,ShallowMsa_006,465,0.33126181649444375,0.32653061224489793
1x0gD_1x0gA,ShallowMsa_007,454,0.32130575640790443,0.3163265306122449
1x0gD_1x0gA,ShallowMsa_008,452,0.29267030968483093,0.28794691818381224
1x0gD_1x0gA,ShallowMsa_009,427,0.30046111412889837,0.29411764705882354
1x0gD_1x0gA,ShallowMsa_010,388,0.29609876398941737,0.2922979797979798
1x0gD_1x0gA,ShallowMsa_011,353,0.2908470912914295,0.2891566265060241
1x0gD_1x0gA,ShallowMsa_012,353,0.3085682873837223,0.3023255813953488
1x0gD_1x0gA,ShallowMsa_013,340,0.2920519294970073,0.2891566265060241
1x0gD_1x0gA,ShallowMsa_014,331,0.3302066727328163,0.3235294117647059
1x0gD_1x0gA,ShallowMsa_015,322,0.32779871873228694,0.32
1x0gD_1x0gA,ShallowMsa_016,293,0.30770375028319336,0.30392156862745096
1x0gD_1x0gA,ShallowMsa_017,278,0.30172980483643647,0.2978723404255319
1x0gD_1x0gA,ShallowMsa_018,276,0.28612937553584633,0.28421052631578947
1x0gD_1x0gA,ShallowMsa_019,257,0.3152590594638547,0.3163265306122449
1x0gD_1x0gA,ShallowMsa_020,230,0.2828732318618155,0.27636896342695494
1xezA_3o44A,ShallowMsa_000,382,0.5476735346015221,0.5322147416890501
1xjuB_1xjtA,ShallowMsa_000,325,0.3219064894729921,0.32116788321167883
1xjuB_1xjtA,ShallowMsa_001,300,0.32888924770008365,0.3307389460932768
1xjuB_1xjtA,ShallowMsa_002,288,0.46333278820613977,0.4642857142857143
1xjuB_1xjtA,ShallowMsa_003,279,0.35505925768086943,0.3333333333333333
1xjuB_1xjtA,ShallowMsa_004,278,0.3647195322582358,0.3686061381074169
1xjuB_1xjtA,ShallowMsa_005,277,0.5482608646404726,0.55
1xjuB_1xjtA,ShallowMsa_006,269,0.3562801302651783,0.3253012048192771
1xjuB_1xjtA,ShallowMsa_007,243,0.3505946084942248,0.3484848484848485
1xjuB_1xjtA,ShallowMsa_008,240,0.37465769168449403,0.37410071942446044
1xjuB_1xjtA,ShallowMsa_009,232,0.37126722553401464,0.3695652173913043
1xjuB_1xjtA,ShallowMsa_010,220,0.42157066320792014,0.4190100679462382
1xjuB_1xjtA,ShallowMsa_011,217,0.3255193493428844,0.32323232323232326
1xjuB_1xjtA,ShallowMsa_012,216,0.40150413714960254,0.4013605442176871
1xjuB_1xjtA,ShallowMsa_013,211,0.3181853123599062,0.31851851851851853
1xjuB_1xjtA,ShallowMsa_014,210,0.32083514651119605,0.31851851851851853
1xjuB_1xjtA,ShallowMsa_015,209,0.309319397277555,0.312
1xjuB_1xjtA,ShallowMsa_016,209,0.5260435259881743,0.47297297297297297
1xjuB_1xjtA,ShallowMsa_017,207,0.330096188256746,0.3308270676691729
1xtgB_3j97M,ShallowMsa_000,971,0.4258692030876777,0.3508771929824561
1xtgB_3j97M,ShallowMsa_001,303,0.465185276611158,0.5
1xtgB_3j97M,ShallowMsa_002,703,0.30432620224325996,0.2982456140350877
1xtgB_3j97M,ShallowMsa_003,586,0.3803313396663203,0.39655172413793105
1xtgB_3j97M,ShallowMsa_004,564,0.39955244613697943,0.3448275862068966
1xtgB_3j97M,ShallowMsa_005,501,0.5727558548346241,0.5862068965517241
1xtgB_3j97M,ShallowMsa_006,520,0.289228348782934,0.28708791208791207
1xtgB_3j97M,ShallowMsa_007,505,0.31180122236773955,0.3103448275862069
1xtgB_3j97M,ShallowMsa_008,445,0.4546661546860669,0.47368421052631576
1xtgB_3j97M,ShallowMsa_009,462,0.29852252569837723,0.2982456140350877
1xtgB_3j97M,ShallowMsa_010,446,0.24910762328325056,0.24561403508771928
1xtgB_3j97M,ShallowMsa_011,399,0.3002584348745857,0.2982456140350877
1xtgB_3j97M,ShallowMsa_012,455,0.2578704397249895,0.25
1xtgB_3j97M,ShallowMsa_013,370,0.6828419938598004,0.6724137931034483
1xtgB_3j97M,ShallowMsa_014,403,0.6658461863389568,0.6724137931034483
1xtgB_3j97M,ShallowMsa_015,311,0.32475257704457033,0.3220338983050847
1xtgB_3j97M,ShallowMsa_016,371,0.4345641806690506,0.4482758620689655
1xtgB_3j97M,ShallowMsa_017,365,0.37796419948780435,0.37735849056603776
1xtgB_3j97M,ShallowMsa_018,346,0.26071631688155017,0.25721732157177224
1xtgB_3j97M,ShallowMsa_019,301,0.5816556716485438,0.603448275862069
1zk9A_3jv6A,ShallowMsa_000,588,0.5057370968423373,0.5707610146862483
1zk9A_3jv6A,ShallowMsa_001,340,0.5240711187423841,0.5283018867924528
1zk9A_3jv6A,ShallowMsa_002,322,0.4529426724033696,0.45794392523364486
1zk9A_3jv6A,ShallowMsa_003,307,0.4489606481662717,0.417910447761194
1zk9A_3jv6A,ShallowMsa_004,303,0.44432066399016046,0.4485981308411215
1zk9A_3jv6A,ShallowMsa_005,300,0.3176813244646989,0.31180555555555556
1zk9A_3jv6A,ShallowMsa_006,283,0.7478612147820537,0.7425742574257426
1zk9A_3jv6A,ShallowMsa_007,282,0.4226002539379878,0.4230769230769231
1zk9A_3jv6A,ShallowMsa_008,281,0.5401906264001288,0.5420560747663551
1zk9A_3jv6A,ShallowMsa_009,273,0.45379474988614144,0.4563106796116505
1zk9A_3jv6A,ShallowMsa_010,270,0.3308942780592158,0.3269230769230769
1zk9A_3jv6A,ShallowMsa_011,269,0.4076637333866147,0.3894736842105263
1zk9A_3jv6A,ShallowMsa_012,257,0.33203809953276064,0.32653061224489793
1zk9A_3jv6A,ShallowMsa_013,250,0.28576078767433866,0.28125
1zk9A_3jv6A,ShallowMsa_014,250,0.2921362362773798,0.2912621359223301
1zk9A_3jv6A,ShallowMsa_015,234,0.44852901852211063,0.4444444444444444
1zk9A_3jv6A,ShallowMsa_016,221,0.32981213349734045,0.3246753246753247
1zk9A_3jv6A,ShallowMsa_017,219,0.41321521463337885,0.41509433962264153
1zk9A_3jv6A,ShallowMsa_018,218,0.38700657084250206,0.3867924528301887
1zk9A_3jv6A,ShallowMsa_019,206,0.41825944738844206,0.4121292157659488
2bzyB_2lqwA,ShallowMsa_000,990,0.6530697039067509,0.6666666666666666
2bzyB_2lqwA,ShallowMsa_001,69,0.3728988703439139,0.29310344827586204
2bzyB_2lqwA,ShallowMsa_002,205,0.3664856407444331,0.30357142857142855
2bzyB_2lqwA,ShallowMsa_003,3,0.3511904761904762,0.30357142857142855
2c1vB_2c1uC,ShallowMsa_000,4846,0.4284746047607261,0.4293836122442425
2c1vB_2c1uC,ShallowMsa_001,4359,0.3306047818131751,0.32432432432432434
2c1vB_2c1uC,ShallowMsa_002,2548,0.43713325913963086,0.43854114782223697
2c1vB_2c1uC,ShallowMsa_003,2066,0.3224322188614566,0.3205574912891986
2c1vB_2c1uC,ShallowMsa_004,1676,0.4115541945459884,0.4195804195804196
2c1vB_2c1uC,ShallowMsa_005,1650,0.3707738568121982,0.3663078517154041
2c1vB_2c1uC,ShallowMsa_006,1620,0.450663205350322,0.4584717607973422
2c1vB_2c1uC,ShallowMsa_007,1362,0.35094964768021836,0.34241931739029485
2c1vB_2c1uC,ShallowMsa_008,1314,0.4300145929683288,0.4412586263555701
2c1vB_2c1uC,ShallowMsa_009,1249,0.5963480545602154,0.6206896551724138
2c1vB_2c1uC,ShallowMsa_010,1155,0.31901593997773636,0.3166023166023166
2c1vB_2c1uC,ShallowMsa_011,1092,0.3298600085676658,0.329038905716222
2c1vB_2c1uC,ShallowMsa_012,954,0.3052836849478693,0.3042774729140284
2c1vB_2c1uC,ShallowMsa_013,930,0.3116753462778779,0.3087977296181631
2c1vB_2c1uC,ShallowMsa_014,920,0.34460144266271897,0.3418181818181818
2c1vB_2c1uC,ShallowMsa_015,901,0.3727943610570587,0.3639344262295082
2c1vB_2c1uC,ShallowMsa_016,815,0.31699029100538534,0.3129251700680272
2c1vB_2c1uC,ShallowMsa_017,789,0.36547935624713734,0.35555555555555557
2h44A_1rkpA,ShallowMsa_000,1574,0.2922811497087809,0.2871082621082621
2h44A_1rkpA,ShallowMsa_001,1206,0.592249296473502,0.5444291264569495
2h44A_1rkpA,ShallowMsa_002,1128,0.2859478339335291,0.2830188679245283
2h44A_1rkpA,ShallowMsa_003,1110,0.3834329093432393,0.392226148409894
2h44A_1rkpA,ShallowMsa_004,1031,0.4981503802175245,0.5049833887043189
2h44A_1rkpA,ShallowMsa_005,1006,0.2905957662500983,0.2842457313853195
2h44A_1rkpA,ShallowMsa_006,947,0.2893236891562371,0.28640776699029125
2h44A_1rkpA,ShallowMsa_007,916,0.2902105964572714,0.28088714938030007
2h44A_1rkpA,ShallowMsa_008,897,0.36058803725702343,0.3639240506329114
2h44A_1rkpA,ShallowMsa_009,882,0.29747377241280715,0.29609498531737066
2h44A_1rkpA,ShallowMsa_010,813,0.2766795189093229,0.27666666666666667
2h44A_1rkpA,ShallowMsa_011,750,0.2819298734126651,0.28
2h44A_1rkpA,ShallowMsa_012,745,0.3055927956195011,0.2892561983471074
2h44A_1rkpA,ShallowMsa_013,705,0.2797607980455992,0.2781456953642384
2h44A_1rkpA,ShallowMsa_014,643,0.403698294835785,0.40993788819875776
2h44A_1rkpA,ShallowMsa_015,510,0.2911170600044854,0.28619528619528617
2h44A_1rkpA,ShallowMsa_016,474,0.26935501370409126,0.2682926829268293
2h44A_1rkpA,ShallowMsa_017,459,0.2797407475379051,0.27816901408450706
2h44A_1rkpA,ShallowMsa_018,422,0.35214857176792524,0.3191108685104318
2h44A_1rkpA,ShallowMsa_019,302,0.2889618769471926,0.28639789858382825
2jmrA_4j3oF,ShallowMsa_000,678,0.33271480393942054,0.32558139534883723
2jmrA_4j3oF,ShallowMsa_001,454,0.30513172541599254,0.3049152833921046
2jmrA_4j3oF,ShallowMsa_002,424,0.3327018711359082,0.3333333333333333
2jmrA_4j3oF,ShallowMsa_003,389,0.3313983697413369,0.3333333333333333
2jmrA_4j3oF,ShallowMsa_004,386,0.37009456782004463,0.31400560224089635
2jmrA_4j3oF,ShallowMsa_005,377,0.3282673870689193,0.32653061224489793
2jmrA_4j3oF,ShallowMsa_006,374,0.335548950575176,0.33559345407741104
2jmrA_4j3oF,ShallowMsa_007,363,0.3231824983659801,0.32167832167832167
2jmrA_4j3oF,ShallowMsa_008,333,0.32171232780700537,0.3157894736842105
2jmrA_4j3oF,ShallowMsa_009,328,0.32008191105586514,0.31756756756756754
2jmrA_4j3oF,ShallowMsa_010,318,0.3167266771440615,0.31586757990867576
2jmrA_4j3oF,ShallowMsa_011,302,0.3580931360044738,0.36027210884353744
2jmrA_4j3oF,ShallowMsa_012,290,0.30983169610794764,0.30711473565804276
2jmrA_4j3oF,ShallowMsa_013,287,0.31364674793695585,0.3108108108108108
2jmrA_4j3oF,ShallowMsa_014,286,0.4988510165660841,0.4451951951951952
2jmrA_4j3oF,ShallowMsa_015,281,0.32846712706558495,0.32867132867132864
2jmrA_4j3oF,ShallowMsa_016,262,0.3120307020075712,0.3087248322147651
2jmrA_4j3oF,ShallowMsa_017,248,0.30248798794983267,0.3
2jmrA_4j3oF,ShallowMsa_018,240,0.3190737774803195,0.3194444444444444
2jmrA_4j3oF,ShallowMsa_019,219,0.3044547547028537,0.3049645390070922
2k42A_1ceeB,ShallowMsa_000,542,0.30929756775962614,0.2903225806451613
2k42A_1ceeB,ShallowMsa_001,399,0.3707817788175701,0.35714285714285715
2k42A_1ceeB,ShallowMsa_002,367,0.26068632731133184,0.2553191489361702
