pair_id,cluster,method,TM1_max,TM2_max,TM1_mean,TM2_mean,TMdiff_max,TMdiff_mean,n_models,n_toward_f1,n_toward_f2,vote_frac_f1,pref,TMdiff_centered,pref_centered,pair_median_used,t1_recall,t2_recall,metric_used,ddg_bias_mean,ddg_bias_std,ddg_sum_F1_mean,ddg_sum_F2_mean,cluster_norm,mean_pid_to_query,TMdiff_residual,pref_corrected,regression_beta,regression_alpha
1dzlA_5keqF,ShallowMsa_004,AF3,0.5454,0.5246,0.5212,0.5021,0.0208,0.019,2,2,0,1.0,Amb,-0.0167,Amb,0.0375,,,,,,,,ShallowMsa_004,0.5902776391583786,-0.004619717045532802,Amb,-0.1432669104431387,0.07248697071142357
1dzlA_5keqF,ShallowMsa_005,AF3,0.875,0.8376,0.8368,0.8015,0.0375,0.0353,2,2,0,1.0,Amb,0.0,Amb,0.0375,,,,,,,,ShallowMsa_005,0.5330159302994727,0.003876574839557237,Amb,-0.1432669104431387,0.07248697071142357
1dzlA_5keqF,ShallowMsa_000,ESM,0.401,0.3884,0.237,0.2278,0.0126,0.0092,20,15,5,0.75,Amb,0.0109,Amb,0.0016,,,,,,,,ShallowMsa_000,0.4963810796681602,0.003506610764279834,Amb,-0.1284619539335811,0.07115947262555261
1dzlA_5keqF,ShallowMsa_001,ESM,0.2892,0.2848,0.2353,0.2297,0.0045,0.0056,20,16,4,0.8,Amb,0.0028,Amb,0.0016,,,,,,,,ShallowMsa_001,0.5047724823509169,-0.0035154132508497496,Amb,-0.1284619539335811,0.07115947262555261
1dzlA_5keqF,ShallowMsa_002,ESM,0.3173,0.3251,0.2276,0.2286,-0.0078,-0.0009,20,8,12,0.4,Amb,-0.0095,Amb,0.0016,,,,,,,,ShallowMsa_002,0.5393560619938017,-0.01137273903590715,Amb,-0.1284619539335811,0.07115947262555261
1dzlA_5keqF,ShallowMsa_003,ESM,0.2055,0.2073,0.1723,0.1669,-0.0018,0.0054,10,8,2,0.8,Amb,-0.0034,Amb,0.0016,,,,,,,,ShallowMsa_003,,,Amb,-0.1284619539335811,0.07115947262555261
1dzlA_5keqF,ShallowMsa_004,ESM,0.2061,0.2073,0.171,0.166,-0.0012,0.005,20,15,5,0.75,Amb,-0.0029,Amb,0.0016,,,,,,,,ShallowMsa_004,0.5902776391583786,0.0017687462640340185,Amb,-0.1284619539335811,0.07115947262555261
1dzlA_5keqF,ShallowMsa_005,ESM,0.2857,0.2716,0.2375,0.231,0.014,0.0066,20,13,7,0.65,Amb,0.0123,Amb,0.0016,,,,,,,,ShallowMsa_005,0.5330159302994727,0.009612795258443116,Amb,-0.1284619539335811,0.07115947262555261
1dzlA_5keqF,DeepMsa,MSAT,0.148,0.1553,0.148,0.1553,-0.0073,-0.0073,1,0,1,0.0,Amb,-0.0073,Amb,0.0,0.148,0.1553,t_recall,,,,,DeepMsa,,,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_000,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_000,0.4963810796681602,0.0,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_001,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_001,0.5047724823509169,0.0,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_002,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_002,0.5393560619938017,0.0,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_004,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_004,0.5902776391583786,0.0,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_005,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_005,0.5330159302994727,0.0,Amb,0.0,0.0
1dzlA_5keqF,DeepMsa,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,DeepMsa,,,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_000,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_000,0.4963810796681602,0.0,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_001,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_001,0.5047724823509169,0.0,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_002,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_002,0.5393560619938017,0.0,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_004,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_004,0.5902776391583786,0.0,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_005,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_005,0.5330159302994727,0.0,Amb,0.0,0.0
1dzlA_5keqF,ShallowMsa_000,DDG,-87.0848,-62.9405,-87.0848,-62.9405,-24.1443,-24.1443,10,0,10,0.0,F2,-14.1925,F2,-9.9518,,,ddg_kcal_per_mol(delta=1.0),-24.1443,11.4019,87.0848,62.9405,ShallowMsa_000,0.4963810796681602,-7.245714231035619,F2,117.82291714703491,-65.43185259206176
1dzlA_5keqF,ShallowMsa_001,DDG,-57.7638,-46.4807,-57.7638,-46.4807,-11.2831,-11.2831,10,0,10,0.0,F2,-1.3313,F2,-9.9518,,,ddg_kcal_per_mol(delta=1.0),-11.2831,2.7891,57.7638,46.4807,ShallowMsa_001,0.5047724823509169,4.626786225926536,F1,117.82291714703491,-65.43185259206176
1dzlA_5keqF,ShallowMsa_002,DDG,-43.3568,-34.1553,-43.3568,-34.1553,-9.2014,-9.2014,10,1,9,0.1,F2,0.7504,Amb,-9.9518,,,ddg_kcal_per_mol(delta=1.0),-9.2014,5.9225,43.3568,34.1553,ShallowMsa_002,0.5393560619938017,2.6337479870150355,F1,117.82291714703491,-65.43185259206176
1dzlA_5keqF,ShallowMsa_004,DDG,-33.4032,-24.9227,-33.4032,-24.9227,-8.4806,-8.4806,10,0,10,0.0,F2,1.4712,F1,-9.9518,,,ddg_kcal_per_mol(delta=1.0),-8.4806,5.5893,33.4032,24.9227,ShallowMsa_004,0.5902776391583786,-2.6451807802432614,F2,117.82291714703491,-65.43185259206176
1dzlA_5keqF,ShallowMsa_005,DDG,-51.6453,-41.6935,-51.6453,-41.6935,-9.9518,-9.9518,10,0,10,0.0,F2,0.0,Amb,-9.9518,,,ddg_kcal_per_mol(delta=1.0),-9.9518,2.4956,51.6453,41.6935,ShallowMsa_005,0.5330159302994727,2.63036079833725,F1,117.82291714703491,-65.43185259206176
1dzlA_5keqF,ShallowMsa_002,Boltz2,0.2279,0.2217,0.2279,0.2217,0.0062,0.0062,1,1,0,1.0,Amb,0.0062,Amb,0.0,,,,,,,,ShallowMsa_002,0.5393560619938017,0.0062,Amb,,
1eboE_5fhcJ,DeepMsa,AF2,0.8383,0.5885,0.5488,0.4176,0.2499,0.1311,2,1,1,0.5,F1,0.2499,F1,0.2421,,,,,,,,DeepMsa,,0.2499,F1,,
1eboE_5fhcJ,ShallowMsa_000,AF2,0.8408,0.5937,0.5482,0.422,0.2471,0.1262,2,1,1,0.5,F1,0.005,Amb,0.2421,,,,,,,,ShallowMsa_000,0.3416218870702409,0.005,Amb,,
1eboE_5fhcJ,ShallowMsa_001,AF2,0.4676,0.2305,0.4417,0.2293,0.2371,0.2124,2,2,0,1.0,F1,-0.005,Amb,0.2421,,,,,,,,ShallowMsa_001,0.3161884881640975,-0.005,Amb,,
1eboE_5fhcJ,DeepMsa,AF3,0.7936,0.2731,0.5417,0.2578,0.5205,0.2839,2,2,0,1.0,F1,0.5205,F1,0.339,,,,,,,,DeepMsa,,0.5205,F1,,
1eboE_5fhcJ,ShallowMsa_000,AF3,0.7964,0.3416,0.5449,0.2923,0.4548,0.2526,2,1,1,0.5,F1,0.1158,F1,0.339,,,,,,,,ShallowMsa_000,0.3416218870702409,0.1158,F1,,
1eboE_5fhcJ,ShallowMsa_001,AF3,0.462,0.2387,0.4245,0.232,0.2233,0.1926,2,2,0,1.0,F1,-0.1157,F2,0.339,,,,,,,,ShallowMsa_001,0.3161884881640975,-0.1157,F2,,
1eboE_5fhcJ,ShallowMsa_000,ESM,0.8799,0.3478,0.4931,0.254,0.5322,0.2391,20,14,6,0.7,F1,0.1233,F1,0.4089,,,,,,,,ShallowMsa_000,0.3416218870702409,0.1233,F1,,
1eboE_5fhcJ,ShallowMsa_001,ESM,0.5378,0.2522,0.4386,0.2371,0.2856,0.2015,20,20,0,1.0,F1,-0.1233,F2,0.4089,,,,,,,,ShallowMsa_001,0.3161884881640975,-0.1233,F2,,
1eboE_5fhcJ,DeepMsa,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,DeepMsa,,0.0,Amb,,
1eboE_5fhcJ,ShallowMsa_000,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_000,0.3416218870702409,0.0,Amb,,
1eboE_5fhcJ,ShallowMsa_001,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_001,0.3161884881640975,0.0,Amb,,
1eboE_5fhcJ,DeepMsa,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,DeepMsa,,0.0,Amb,,
1eboE_5fhcJ,ShallowMsa_000,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_000,0.3416218870702409,0.0,Amb,,
1eboE_5fhcJ,ShallowMsa_001,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_001,0.3161884881640975,0.0,Amb,,
1eboE_5fhcJ,ShallowMsa_000,DDG,-13.5485,-6.1529,-13.5485,-6.1529,-7.3956,-7.3956,10,1,9,0.1,F2,-1.875,F2,-5.5206,,,ddg_kcal_per_mol(delta=1.0),-7.3956,5.9058,13.5485,6.1529,ShallowMsa_000,0.3416218870702409,-1.875,Amb,,
1eboE_5fhcJ,ShallowMsa_001,DDG,-11.776,-8.1305,-11.776,-8.1305,-3.6455,-3.6455,10,3,7,0.3,F2,1.875,F1,-5.5206,,,ddg_kcal_per_mol(delta=1.0),-3.6455,4.4065,11.776,8.1305,ShallowMsa_001,0.3161884881640975,1.875,Amb,,
1eboE_5fhcJ,ShallowMsa_000,Boltz2,0.2505,0.2489,0.2505,0.2489,0.0015,0.0015,1,1,0,1.0,Amb,0.0015,Amb,0.0,,,,,,,,ShallowMsa_000,0.3416218870702409,0.0015,Amb,,
1fzpD_2frhA,DeepMsa,AF2,0.6317,0.9108,0.5407,0.8148,-0.2791,-0.2741,2,0,2,0.0,F2,-0.2791,F2,-0.0701,,,,,,,,DeepMsa,,,Amb,-0.9275528241324386,0.25508594882817576
1fzpD_2frhA,ShallowMsa_000,AF2,0.2704,0.3689,0.2699,0.3659,-0.0985,-0.096,2,0,2,0.0,F2,-0.0284,Amb,-0.0701,,,,,,,,ShallowMsa_000,0.2601415513532822,-0.04219091819624506,Amb,-0.9275528241324386,0.25508594882817576
1fzpD_2frhA,ShallowMsa_001,AF2,0.2752,0.3838,0.2677,0.3829,-0.1087,-0.1152,2,0,2,0.0,F2,-0.0386,Amb,-0.0701,,,,,,,,ShallowMsa_001,0.2928239114976426,-0.02207630274503012,Amb,-0.9275528241324386,0.25508594882817576
1fzpD_2frhA,ShallowMsa_002,AF2,0.6292,0.9044,0.5412,0.8088,-0.2752,-0.2676,2,0,2,0.0,F2,-0.2051,F2,-0.0701,,,,,,,,ShallowMsa_002,0.4937303718987216,-0.002224948013557382,Amb,-0.9275528241324386,0.25508594882817576
1fzpD_2frhA,ShallowMsa_003,AF2,0.2803,0.3643,0.2801,0.3639,-0.084,-0.0838,2,0,2,0.0,F2,-0.0139,Amb,-0.0701,,,,,,,,ShallowMsa_003,0.3187825696601511,0.026701723944293234,Amb,-0.9275528241324386,0.25508594882817576
1fzpD_2frhA,ShallowMsa_004,AF2,0.2216,0.2399,0.2049,0.2084,-0.0183,-0.0035,2,1,1,0.5,Amb,0.0518,F1,-0.0701,,,,,,,,ShallowMsa_004,0.2511385918555504,0.029658361296083832,Amb,-0.9275528241324386,0.25508594882817576
1fzpD_2frhA,ShallowMsa_005,AF2,0.2854,0.3416,0.2849,0.3251,-0.0562,-0.0402,2,0,2,0.0,F2,0.0139,Amb,-0.0701,,,,,,,,ShallowMsa_005,0.257892888450719,-0.0019766718220393907,Amb,-0.9275528241324386,0.25508594882817576
1fzpD_2frhA,ShallowMsa_006,AF2,0.2528,0.3062,0.2515,0.3054,-0.0534,-0.0539,2,0,2,0.0,F2,0.0167,Amb,-0.0701,,,,,,,,ShallowMsa_006,0.2551078907735862,-0.0017599042826662234,Amb,-0.9275528241324386,0.25508594882817576
1fzpD_2frhA,ShallowMsa_007,AF2,0.2023,0.24,0.199,0.24,-0.0377,-0.0409,2,0,2,0.0,Amb,0.0324,Amb,-0.0701,,,,,,,,ShallowMsa_007,0.2550308753235621,0.013868659819162119,Amb,-0.9275528241324386,0.25508594882817576
1fzpD_2frhA,DeepMsa,AF3,0.6523,0.94,0.5492,0.8273,-0.2877,-0.2781,2,0,2,0.0,F2,-0.2877,F2,-0.0806,,,,,,,,DeepMsa,,,Amb,-1.0941196011103578,0.32866135382701334
1fzpD_2frhA,ShallowMsa_000,AF3,0.2794,0.3688,0.2684,0.3632,-0.0894,-0.0948,2,0,2,0.0,F2,-0.0088,Amb,-0.0806,,,,,,,,ShallowMsa_000,0.2601415513532822,-0.05283538342813057,F2,-1.0941196011103578,0.32866135382701334
1fzpD_2frhA,ShallowMsa_001,AF3,0.273,0.3845,0.2726,0.3841,-0.1115,-0.1115,2,0,2,0.0,F2,-0.0309,Amb,-0.0806,,,,,,,,ShallowMsa_001,0.2928239114976426,-0.039176972583637906,Amb,-1.0941196011103578,0.32866135382701334
1fzpD_2frhA,ShallowMsa_002,AF3,0.6528,0.9393,0.5482,0.8194,-0.2865,-0.2712,2,0,2,0.0,F2,-0.2059,F2,-0.0806,,,,,,,,ShallowMsa_002,0.4937303718987216,0.0056387237308845595,Amb,-1.0941196011103578,0.32866135382701334
1fzpD_2frhA,ShallowMsa_003,AF3,0.2826,0.3821,0.2825,0.3818,-0.0996,-0.0993,2,0,2,0.0,F2,-0.019,Amb,-0.0806,,,,,,,,ShallowMsa_003,0.3187825696601511,0.0011249041304860659,Amb,-1.0941196011103578,0.32866135382701334
1fzpD_2frhA,ShallowMsa_004,AF3,0.2147,0.2865,0.2021,0.2478,-0.0718,-0.0457,2,0,2,0.0,F2,0.0088,Amb,-0.0806,,,,,,,,ShallowMsa_004,0.2511385918555504,-0.04508569788260161,Amb,-1.0941196011103578,0.32866135382701334
1fzpD_2frhA,ShallowMsa_005,AF3,0.312,0.2906,0.3084,0.2831,0.0214,0.0254,2,2,0,1.0,Amb,0.102,F1,-0.0806,,,,,,,,ShallowMsa_005,0.257892888450719,0.05550431041388533,F1,-1.0941196011103578,0.32866135382701334
1fzpD_2frhA,ShallowMsa_006,AF3,0.2565,0.3053,0.2518,0.2907,-0.0489,-0.0389,2,0,2,0.0,Amb,0.0317,Amb,-0.0806,,,,,,,,ShallowMsa_006,0.2551078907735862,-0.01784281013371248,Amb,-1.0941196011103578,0.32866135382701334
1fzpD_2frhA,ShallowMsa_007,AF3,0.2747,0.2129,0.2664,0.2111,0.0617,0.0553,2,2,0,1.0,F1,0.1423,F1,-0.0806,,,,,,,,ShallowMsa_007,0.2550308753235621,0.09267292575282784,F1,-1.0941196011103578,0.32866135382701334
1fzpD_2frhA,ShallowMsa_000,ESM,0.4902,0.657,0.356,0.4791,-0.1668,-0.1231,20,2,18,0.1,F2,0.002,Amb,-0.1688,,,,,,,,ShallowMsa_000,0.2601415513532822,-0.01761279758652433,Amb,-0.35023622029833673,0.11072379127504356
1fzpD_2frhA,ShallowMsa_001,ESM,0.5667,0.773,0.4158,0.5526,-0.2063,-0.1367,20,2,18,0.1,F2,-0.0375,Amb,-0.1688,,,,,,,,ShallowMsa_001,0.2928239114976426,-0.04566625129913455,Amb,-0.35023622029833673,0.11072379127504356
1fzpD_2frhA,ShallowMsa_002,ESM,0.6193,0.8499,0.4192,0.6384,-0.2306,-0.2193,20,0,20,0.0,F2,-0.0618,F2,-0.1688,,,,,,,,ShallowMsa_002,0.4937303718987216,0.0003984680252568304,Amb,-0.35023622029833673,0.11072379127504356
1fzpD_2frhA,ShallowMsa_003,ESM,0.4074,0.548,0.3044,0.4473,-0.1406,-0.1429,20,0,20,0.0,F2,0.0282,Amb,-0.1688,,,,,,,,ShallowMsa_003,0.3187825696601511,0.029125411019719005,Amb,-0.35023622029833673,0.11072379127504356
1fzpD_2frhA,ShallowMsa_004,ESM,0.5221,0.6929,0.2463,0.3062,-0.1708,-0.0599,20,0,20,0.0,F2,-0.002,Amb,-0.1688,,,,,,,,ShallowMsa_004,0.2511385918555504,-0.02476596009250895,Amb,-0.35023622029833673,0.11072379127504356
1fzpD_2frhA,ShallowMsa_005,ESM,0.3094,0.5402,0.238,0.3139,-0.2308,-0.0759,20,0,20,0.0,F2,-0.062,F2,-0.1688,,,,,,,,ShallowMsa_005,0.257892888450719,-0.08240036078224315,F2,-0.35023622029833673,0.11072379127504356
1fzpD_2frhA,ShallowMsa_006,ESM,0.4277,0.5309,0.2661,0.3453,-0.1032,-0.0792,20,3,17,0.15,F2,0.0656,F1,-0.1688,,,,,,,,ShallowMsa_006,0.2551078907735862,0.04422423215777821,Amb,-0.35023622029833673,0.11072379127504356
1fzpD_2frhA,ShallowMsa_007,ESM,0.2556,0.3063,0.2209,0.2636,-0.0507,-0.0427,20,2,18,0.1,Amb,0.1181,F1,-0.1688,,,,,,,,ShallowMsa_007,0.2550308753235621,0.09669725855765719,F1,-0.35023622029833673,0.11072379127504356
1fzpD_2frhA,DeepMsa,MSAT,0.0435,0.4222,0.0435,0.4222,-0.3787,-0.3787,1,0,1,0.0,F2,-0.3787,F2,0.0,0.0435,0.4222,t_recall,,,,,DeepMsa,,,Amb,-0.25517834575006,0.04012633723870357
1fzpD_2frhA,ShallowMsa_000,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_000,0.2601415513532822,0.026256153496481263,Amb,-0.25517834575006,0.04012633723870357
1fzpD_2frhA,ShallowMsa_001,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_001,0.2928239114976426,0.03459598409332684,Amb,-0.25517834575006,0.04012633723870357
1fzpD_2frhA,ShallowMsa_002,MSAT,0.0,0.1,0.0,0.1,-0.1,-0.1,1,0,1,0.0,F2,-0.1,F2,0.0,0.0,0.1,t_recall,,,,,ShallowMsa_002,0.4937303718987216,-0.014137037691025894,Amb,-0.25517834575006,0.04012633723870357
1fzpD_2frhA,ShallowMsa_003,MSAT,0.0625,0.0833,0.0625,0.0833,-0.0208,-0.0208,1,0,1,0.0,Amb,-0.0208,Amb,0.0,0.0625,0.0833,t_recall,,,,,ShallowMsa_003,0.3187825696601511,0.020420071541127058,Amb,-0.25517834575006,0.04012633723870357
1fzpD_2frhA,ShallowMsa_004,MSAT,0.0,0.1667,0.0,0.1667,-0.1667,-0.1667,1,0,1,0.0,F2,-0.1667,F2,0.0,0.0,0.1667,t_recall,,,,,ShallowMsa_004,0.2511385918555504,-0.14274120681500474,F2,-0.25517834575006,0.04012633723870357
1fzpD_2frhA,ShallowMsa_005,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_005,0.257892888450719,0.025682343416855657,Amb,-0.25517834575006,0.04012633723870357
1fzpD_2frhA,ShallowMsa_006,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_006,0.2551078907735862,0.02497167231668715,Amb,-0.25517834575006,0.04012633723870357
1fzpD_2frhA,ShallowMsa_007,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_007,0.2550308753235621,0.024952019641552803,Amb,-0.25517834575006,0.04012633723870357
1fzpD_2frhA,DeepMsa,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,DeepMsa,,,Amb,0.0,0.0
1fzpD_2frhA,ShallowMsa_000,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_000,0.2601415513532822,0.0,Amb,0.0,0.0
1fzpD_2frhA,ShallowMsa_001,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_001,0.2928239114976426,0.0,Amb,0.0,0.0
1fzpD_2frhA,ShallowMsa_002,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_002,0.4937303718987216,0.0,Amb,0.0,0.0
1fzpD_2frhA,ShallowMsa_003,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_003,0.3187825696601511,0.0,Amb,0.0,0.0
1fzpD_2frhA,ShallowMsa_004,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_004,0.2511385918555504,0.0,Amb,0.0,0.0
1fzpD_2frhA,ShallowMsa_005,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_005,0.257892888450719,0.0,Amb,0.0,0.0
1fzpD_2frhA,ShallowMsa_006,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_006,0.2551078907735862,0.0,Amb,0.0,0.0
1fzpD_2frhA,ShallowMsa_007,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_007,0.2550308753235621,0.0,Amb,0.0,0.0
1fzpD_2frhA,ShallowMsa_000,DDG,-8.0199,-17.6703,-8.0199,-17.6703,9.6504,9.6504,10,10,0,1.0,F1,2.6183,F1,7.032,,,ddg_kcal_per_mol(delta=1.0),9.6504,3.8716,8.0199,17.6703,ShallowMsa_000,0.2601415513532822,1.8122948327736572,Amb,-8.326544035730535,2.9720852500927037
1fzpD_2frhA,ShallowMsa_001,DDG,-8.0408,-18.1839,-8.0408,-18.1839,10.1431,10.1431,10,10,0,1.0,F1,3.1111,F1,7.032,,,ddg_kcal_per_mol(delta=1.0),10.1431,5.6549,8.0408,18.1839,ShallowMsa_001,0.2928239114976426,2.577225943707278,F1,-8.326544035730535,2.9720852500927037
