pair_id,method,cluster_norm,TMdiff_centered,mean_pid_to_query,resid_ols,resid_ts,resid_spearman,pref_ols,pref_ts,pref_spearman,beta_ols,beta_ts,spearman_rho
1fzpD_2frhA,AF3,ShallowMsa_002,-0.2059,0.4937303718987216,0.0056387237308845595,0.0043312117551929374,-0.1166666666666664,Amb,Amb,F2,-1.0941196011103578,-1.0320168592214245,-0.8095238095238096
1fzpD_2frhA,AF3,ShallowMsa_003,-0.019,0.3187825696601511,0.0011249041304860659,0.010682130361252502,0.006233333333333355,Amb,Amb,Amb,-1.0941196011103578,-1.0320168592214245,-0.8095238095238096
1fzpD_2frhA,AF3,ShallowMsa_004,0.0088,0.2511385918555504,-0.04508569788260161,-0.03132759515789532,-0.10663333333333332,Amb,Amb,F2,-1.0941196011103578,-1.0320168592214245,-0.8095238095238096
1fzpD_2frhA,AF3,ShallowMsa_005,0.102,0.257892888450719,0.05550431041388533,0.06884295280050058,0.09487619047619049,F1,F1,F1,-1.0941196011103578,-1.0320168592214245,-0.8095238095238096
1fzpD_2frhA,AF3,ShallowMsa_006,0.0317,0.2551078907735862,-0.01784281013371248,-0.004331211755192972,0.006542857142857163,Amb,Amb,Amb,-1.0941196011103578,-1.0320168592214245,-0.8095238095238096
1fzpD_2frhA,AF3,ShallowMsa_007,0.1423,0.2550308753235621,0.09267292575282784,0.10618930700196164,0.07377619047619055,F1,F1,F1,-1.0941196011103578,-1.0320168592214245,-0.8095238095238096
1fzpD_2frhA,ESM,ShallowMsa_000,0.002,0.2601415513532822,-0.01761279758652433,-0.02846888559232688,0.0027619047619047627,Amb,Amb,Amb,-0.35023622029833673,-0.5241684416836474,-0.38095238095238104
1fzpD_2frhA,ESM,ShallowMsa_001,-0.0375,0.2928239114976426,-0.04566625129913455,-0.050837823804913744,-0.03296428571428569,Amb,F2,Amb,-0.35023622029833673,-0.5241684416836474,-0.38095238095238104
1fzpD_2frhA,ESM,ShallowMsa_002,-0.0618,0.4937303718987216,0.0003984680252568304,0.030171002467697237,-0.03021666666666665,Amb,Amb,Amb,-0.35023622029833673,-0.5241684416836474,-0.38095238095238104
1fzpD_2frhA,ESM,ShallowMsa_003,0.0282,0.3187825696601511,0.029125411019719005,0.02846888559232685,0.046259523809523834,Amb,Amb,Amb,-0.35023622029833673,-0.5241684416836474,-0.38095238095238104
1fzpD_2frhA,ESM,ShallowMsa_004,-0.002,0.2511385918555504,-0.02476596009250895,-0.03718795284279397,-0.025833333333333326,Amb,Amb,Amb,-0.35023622029833673,-0.5241684416836474,-0.38095238095238104
1fzpD_2frhA,ESM,ShallowMsa_005,-0.062,0.257892888450719,-0.08240036078224315,-0.09364756372183525,-0.06276190476190475,F2,F2,F2,-0.35023622029833673,-0.5241684416836474,-0.38095238095238104
1fzpD_2frhA,ESM,ShallowMsa_006,0.0656,0.2551078907735862,0.04422423215777821,0.032492628385649466,0.06172857142857144,Amb,Amb,F1,-0.35023622029833673,-0.5241684416836474,-0.38095238095238104
1fzpD_2frhA,ESM,ShallowMsa_007,0.1181,0.2550308753235621,0.09669725855765719,0.08495225931722476,0.10424761904761903,F1,F1,F1,-0.35023622029833673,-0.5241684416836474,-0.38095238095238104
1fzpD_2frhA,MSAT,DeepMsa,-0.3787,,,,,Amb,Amb,Amb,-0.25517834575006,0.0,-0.1091089451179962
1fzpD_2frhA,MSAT,ShallowMsa_000,0.0,0.2601415513532822,0.026256153496481263,0.0,0.0,Amb,Amb,Amb,-0.25517834575006,0.0,-0.1091089451179962
1fzpD_2frhA,MSAT,ShallowMsa_001,0.0,0.2928239114976426,0.03459598409332684,0.0,0.0,Amb,Amb,Amb,-0.25517834575006,0.0,-0.1091089451179962
1fzpD_2frhA,MSAT,ShallowMsa_002,-0.1,0.4937303718987216,-0.014137037691025894,-0.1,-0.1,Amb,F2,F2,-0.25517834575006,0.0,-0.1091089451179962
1fzpD_2frhA,MSAT,ShallowMsa_003,-0.0208,0.3187825696601511,0.020420071541127058,-0.0208,-0.0208,Amb,Amb,Amb,-0.25517834575006,0.0,-0.1091089451179962
1fzpD_2frhA,MSAT,ShallowMsa_004,-0.1667,0.2511385918555504,-0.14274120681500474,-0.1667,-0.1667,F2,F2,F2,-0.25517834575006,0.0,-0.1091089451179962
1fzpD_2frhA,MSAT,ShallowMsa_005,0.0,0.257892888450719,0.025682343416855657,0.0,0.0,Amb,Amb,Amb,-0.25517834575006,0.0,-0.1091089451179962
1fzpD_2frhA,MSAT,ShallowMsa_006,0.0,0.2551078907735862,0.02497167231668715,0.0,0.0,Amb,Amb,Amb,-0.25517834575006,0.0,-0.1091089451179962
1fzpD_2frhA,MSAT,ShallowMsa_007,0.0,0.2550308753235621,0.024952019641552803,0.0,0.0,Amb,Amb,Amb,-0.25517834575006,0.0,-0.1091089451179962
1fzpD_2frhA,CCMpred,DeepMsa,0.0,,,,,Amb,Amb,Amb,0.0,0.0,
1fzpD_2frhA,CCMpred,ShallowMsa_000,0.0,0.2601415513532822,0.0,0.0,,Amb,Amb,Amb,0.0,0.0,
1fzpD_2frhA,CCMpred,ShallowMsa_001,0.0,0.2928239114976426,0.0,0.0,,Amb,Amb,Amb,0.0,0.0,
1fzpD_2frhA,CCMpred,ShallowMsa_002,0.0,0.4937303718987216,0.0,0.0,,Amb,Amb,Amb,0.0,0.0,
1fzpD_2frhA,CCMpred,ShallowMsa_003,0.0,0.3187825696601511,0.0,0.0,,Amb,Amb,Amb,0.0,0.0,
1fzpD_2frhA,CCMpred,ShallowMsa_004,0.0,0.2511385918555504,0.0,0.0,,Amb,Amb,Amb,0.0,0.0,
1fzpD_2frhA,CCMpred,ShallowMsa_005,0.0,0.257892888450719,0.0,0.0,,Amb,Amb,Amb,0.0,0.0,
1fzpD_2frhA,CCMpred,ShallowMsa_006,0.0,0.2551078907735862,0.0,0.0,,Amb,Amb,Amb,0.0,0.0,
1fzpD_2frhA,CCMpred,ShallowMsa_007,0.0,0.2550308753235621,0.0,0.0,,Amb,Amb,Amb,0.0,0.0,
1fzpD_2frhA,DDG,ShallowMsa_000,2.6183,0.2601415513532822,1.8122948327736572,2.4671558265236304,2.604014285714286,Amb,F1,F1,-8.326544035730535,24.987110350474726,0.14285714285714288
1fzpD_2frhA,DDG,ShallowMsa_001,3.1111,0.2928239114976426,2.577225943707278,2.1433180870825406,3.068342857142857,F1,F1,F1,-8.326544035730535,24.987110350474726,0.14285714285714288
1fzpD_2frhA,DDG,ShallowMsa_002,-1.9402,0.4937303718987216,-0.8012175667003847,-7.928053809082502,-2.0399,Amb,F2,F2,-8.326544035730535,24.987110350474726,0.14285714285714288
1fzpD_2frhA,DDG,ShallowMsa_003,1.6422,0.3187825696601511,1.3244718540058813,0.025786231025688666,1.5709714285714287,Amb,Amb,Amb,-8.326544035730535,24.987110350474726,0.14285714285714288
1fzpD_2frhA,DDG,ShallowMsa_004,-0.0996,0.2511385918555504,-0.9805687059361058,-0.025786231025689638,0.0,Amb,Amb,Amb,-8.326544035730535,24.987110350474726,0.14285714285714288
1fzpD_2frhA,DDG,ShallowMsa_005,-0.4364,0.257892888450719,-1.2611287579060493,-0.5313565853890038,-0.42221428571428576,Amb,Amb,Amb,-8.326544035730535,24.987110350474726,0.14285714285714288
1fzpD_2frhA,DDG,ShallowMsa_006,0.0997,0.2551078907735862,-0.7482181637041027,0.07433245889532945,0.14235714285714288,Amb,Amb,Amb,-8.326544035730535,24.987110350474726,0.14285714285714288
1fzpD_2frhA,DDG,ShallowMsa_007,-1.0743,0.2550308753235621,-1.9228594362401599,-1.0977431475562272,-1.0031714285714286,Amb,Amb,Amb,-8.326544035730535,24.987110350474726,0.14285714285714288
1fzpD_2frhA,Boltz2,ShallowMsa_002,,0.4937303718987216,,,,Amb,Amb,Amb,,,
1iytA_2naoF,AF2,DeepMsa,0.0179,,,,,Amb,Amb,Amb,,,
1iytA_2naoF,AF2,ShallowMsa_000,0.0179,0.8577270824088281,,,,Amb,Amb,Amb,,,
1iytA_2naoF,AF3,DeepMsa,0.253,,,,,Amb,Amb,Amb,,,
1iytA_2naoF,AF3,ShallowMsa_000,0.253,0.8577270824088281,,,,Amb,Amb,Amb,,,
1iytA_2naoF,ESM,ShallowMsa_000,0.1488,0.8577270824088281,,,,Amb,Amb,Amb,,,
1iytA_2naoF,MSAT,DeepMsa,0.0141,,,,,Amb,Amb,Amb,,,
1iytA_2naoF,MSAT,ShallowMsa_000,0.0141,0.8577270824088281,,,,Amb,Amb,Amb,,,
1iytA_2naoF,CCMpred,DeepMsa,0.0,,,,,Amb,Amb,Amb,,,
1iytA_2naoF,CCMpred,ShallowMsa_000,0.0,0.8577270824088281,,,,Amb,Amb,Amb,,,
1iytA_2naoF,DDG,ShallowMsa_000,-0.2387,0.8577270824088281,,,,Amb,Amb,Amb,,,
1iytA_2naoF,Boltz2,ShallowMsa_000,-0.0357,0.8577270824088281,,,,Amb,Amb,Amb,,,
1jfkA_2nxqB,AF2,DeepMsa,-0.0174,,,,,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_000,0.0136,0.2902629888003211,0.020829306699609716,0.011784400848220493,0.013880519480519481,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_001,-0.0009,0.2852887858084373,0.006739500923365121,-0.0039836473925163336,-0.0007316883116883108,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_002,0.0,0.2973850827733355,0.006641988125450096,0.0,0.00039272727272727365,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_003,-0.0336,0.3005024030152817,-0.027215079541255214,-0.03280531742370325,-0.03309506493506493,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_004,0.0128,0.2661539999359592,0.022017437861301496,0.004838419076813089,0.0048207792207792186,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_005,0.0587,0.3015758681291375,0.06499639789747717,0.05976833557182955,0.059261038961038966,F1,F1,F1,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_006,0.026,0.2836438768281356,0.03377514720949862,0.022497024336794434,0.026056103896103897,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_007,-0.0727,0.2769959159540465,-0.06437663327578662,-0.0778977064782991,-0.07828545454545453,F2,F2,F2,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_008,0.0243,0.2754746587632725,0.03274881615068835,0.018714487172097404,0.01791662337662337,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_009,-0.0223,0.2874082946470223,-0.0148352829132022,-0.024843331796554693,-0.022075584415584416,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_010,0.0174,0.2774563194023348,0.02568539987095205,0.012319661828459533,0.01261246753246753,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_011,-0.0431,0.280782433907383,-0.03508888587085342,-0.04733242873690391,-0.044695844155844155,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_012,-0.031,0.2779514439079268,-0.022755430230385787,-0.035954118602438426,-0.034989610389610376,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_013,0.017,0.2830398191093297,0.02482496041323665,0.013343034978321303,0.017,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_014,-0.0425,0.2965928725767794,-0.03579268280632377,-0.04270195411157845,-0.042163376623376624,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_015,-0.0081,0.2805796181511932,-7.216080920809109e-05,-0.012384131524918355,-0.010493766233766223,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_016,0.019,0.3003421780568939,0.02539813329958368,0.019753837243499255,0.019448831168831168,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_017,0.0206,0.2794300390840394,0.028722638436794942,0.01602281213699678,0.017408311688311688,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_018,0.0538,0.2751852354211818,0.06227268324725423,0.04814070595320362,0.046618701298701305,F1,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_019,-0.1327,0.2845163797035671,-0.12499680313918961,-0.13598055294784112,-0.1325877922077922,F2,F2,F2,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF2,ShallowMsa_020,-0.0375,0.2811530873172008,-0.0295194515490074,-0.04163793995045723,-0.03829792207792206,Amb,Amb,Amb,0.08246431125241649,-0.25492490813218804,-0.062337662337662345
1jfkA_2nxqB,AF3,DeepMsa,-0.0184,,,,,Amb,Amb,Amb,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_000,0.0389,0.2902629888003211,0.05927098144744209,0.04743521458730305,0.003572727272727269,F1,Amb,Amb,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_001,-0.0836,0.2852887858084373,-0.05188599762532407,-0.06655403233182587,-0.11063896103896102,F2,F2,F2,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_002,0.0739,0.2973850827733355,0.07802997537803871,0.07024946677564606,0.03748181818181818,F1,F1,Amb,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_003,0.0,0.3005024030152817,-0.0029786667097452257,-0.008984200325695468,-0.03750909090909091,Amb,Amb,Amb,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_004,0.0347,0.2661539999359592,0.11004838499713937,0.08448516992464011,0.09712337662337661,F1,F1,F1,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_005,0.1307,0.3015758681291375,0.12527343615558026,0.11987912422300859,0.09264545454545456,F1,F1,F1,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_006,0.0708,0.2836438768281356,0.10626500268917885,0.09066037114038819,0.06178701298701303,F1,F1,F1,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_007,-0.0984,0.2769959159540465,-0.0477751899122761,-0.0671651124631193,-0.06765454545454545,Amb,F2,F2,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_008,-0.2504,0.2754746587632725,-0.19630616137065643,-0.21656227451213456,-0.21530129870129866,F2,F2,F2,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_009,-0.1829,0.2874082946470223,-0.15601926099450186,-0.16948046583430926,-0.2176818181818182,F2,F2,F2,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_010,-0.0967,0.2774563194023348,-0.04712507990619584,-0.06625285274479996,-0.0663181818181818,Amb,F2,F2,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_011,-0.1733,0.280782433907383,-0.131309850069114,-0.14854376228696337,-0.1579233766233766,F2,F2,F2,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_012,-0.0296,0.2779514439079268,0.018845853258839765,1.3877787807814457e-17,0.00041818181818181754,Amb,Amb,Amb,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_013,0.043,0.2830398191093297,0.07984247750410951,0.06389390075301955,0.043,F1,F1,Amb,2.2803695276895364,1.7109782400834321,0.2597402597402597
1jfkA_2nxqB,AF3,ShallowMsa_014,-0.2229,0.2965928725767794,-0.21696349263020986,-0.22519507881647427,-0.25877272727272727,F2,F2,F2,2.2803695276895364,1.7109782400834321,0.2597402597402597
